Datum melding,Locatie aanval,Provincie,Prooidier,Dood,Gewond,Vermist,Geeuthanaseerd,Totaal aantal dode slachtoffers,Diersoort,Individu,Voldoet aan adviesnorm,Eventuele gebreken, Bedrag uitbetaling 
7-05-23,Someren,Noord-Brabant,Schotse Hooglander (kalf),1,,,,1,wolf,onbekend,Nee,,€ 481.42
29-04-23,Bronneger,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2864m,Nee,,€ 913.61
28-04-23,Opheusden,Gelderland,Scha(a)p(en),5,0,0,0,5,wolf,GW3237m,Nee,,€ 957.23
28-04-23,Bovensmilde,Drenthe,Scha(a)p(en),3,1,0,4,7,wolf,GW3151m,Nee,,"€ 1,852.02"
27-04-23,Wapse,Drenthe,Pink,0,0,0,1,1,wolf,onbekend,Nee,,"€ 1,786.34"
27-04-23,Orvelte,Drenthe,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 230.03
25-04-23,Laren,Gelderland,Scha(a)p(en),0,0,0,1,1,wolf,GW3240m,Nee,,€ 383.38
23-04-23,Ysselsteyn,Limburg,Scha(a)p(en),5,0,0,0,5,wolf,GW2935m,Nee,,"€ 1,586.46"
23-04-23,Orvelte,Drenthe,Scha(a)p(en),4,0,0,1,5,wolf,GW2864m,Nee,,"€ 1,313.65"
20-04-23,Balkbrug,Overijssel,Paard(en),0,1,0,0,0,vermoedelijk wolf,onbekend,Nee,,"€ 1,222.51"
20-04-23,Grolloo,Drenthe,Scha(a)p(en),2,3,,,2,wolf,GW2864m,"Ja, maar",Paaltje was gebroken,"€ 1,238.51"
20-04-23,Lieren,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2540f,Nee,,€ 227.08
19-04-23,Beekbergen,Gelderland,Scha(a)p(en),1,0,1,0,1,wolf,GW2540f,Nee,,€ 363.33
17-04-23,Odoorn,Drenthe,Scha(a)p(en),0,0,0,1,1,wolf,GW2864m,Nee,,€ 130.03
16-04-23,Wapserveen,Drenthe,Pony('s),1,0,0,0,1,wolf,onbekend,Nee,,€ 398.63
6-04-23,Pannerden,Gelderland,Kalf,1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 100.00
6-04-23,Appelscha,Fryslân,Scha(a)p(en),3,0,0,1,4,wolf,GW3151m; GW2090f,Nee,,"€ 1,145.95"
5-04-23,Hattem,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 574.07
4-04-23,Hellendoorn,Overijssel,Scha(a)p(en),1,2,0,0,1,wolf,GW3243f,Nee,,€ 359.97
1-04-23,Geesteren,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW3243f,Nee,,€ 463.18
1-04-23,Geesteren,Overijssel,Scha(a)p(en),3,0,0,4,7,wolf,onbekend,Nee,,"€ 1,634.75"
28-03-23,Maarheeze,Noord-Brabant,Scha(a)p(en),2,1,0,0,2,wolf,GW1625m,"Ja, maar",Dieren waren uitgebroken,€ 333.63
27-03-23,Ruurlo,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2807m,Nee,,€ 254.33
24-03-23,Wolfheze,Gelderland,Scha(a)p(en),15,0,0,3,18,wolf,GW2435m,Nee,,"€ 5,059.04"
20-03-23,Lunteren,Gelderland,Scha(a)p(en),7,1,0,1,8,wolf,GW2435m,Nee,,"€ 2,101.50"
17-03-23,Dwingeloo,Drenthe,Scha(a)p(en),7,1,,2,9,wolf,onbekend,Nee,,"€ 2,838.46"
16-03-23,Baexem,Limburg,Scha(a)p(en),3,0,0,0,3,wolf,GW2807m,Nee,,€ 753.63
15-03-23,Schoonebeek,Drenthe,Scha(a)p(en),3,0,0,0,3,wolf,GW3242f,Nee,,€ 673.63
15-03-23,Langedijke,Fryslân,Scha(a)p(en),5,0,1,11,16,wolf,GW3151m; GW2090f?,Nee,,"€ 2,451.09"
12-03-23,Wapserveen,Drenthe,Scha(a)p(en),2,0,0,1,3,wolf,GW3151m,Nee,,€ 747.01
11-03-23,Wapserveen,Drenthe,Pony('s),1,0,0,0,1,wolf,GW3151m; GW2397m,Nee,,€ 425.17
10-03-23,Nederweert,Limburg,Damhert(en),2,0,1,0,2,wolf,onbekend,Nee,,€ 857.09
9-03-23,Appelscha,Fryslân,Scha(a)p(en),4,0,0,1,5,wolf,GW2090f,Nee,,"€ 1,037.92"
7-03-23,Vledder,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW3152m,Nee,,€ 297.94
6-03-23,Klarenbeek,Gelderland,Scha(a)p(en),3,0,0,0,3,wolf,GW2540f,Nee,,€ 858.19
5-03-23,Makkinga,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,GW3151m,Nee,,€ 280.03
5-03-23,Doldersum,Drenthe,Scha(a)p(en),1,1,0,0,1,wolf,GW3152m,Nee,,€ 414.42
5-03-23,Nijeberkoop,Fryslân,Scha(a)p(en),3,0,1,5,8,wolf,GW2090f,Nee,,"€ 2,412.14"
4-03-23,Lieren,Gelderland,Scha(a)p(en),2,0,0,0,2,wolf,GW2540f,Nee,,€ 338.26
3-03-23,Nijeberkoop,Fryslân,Scha(a)p(en),2,0,0,1,3,wolf,GW3151m; GW2397m?,Nee,,€ 926.54
1-03-23,Nederweert,Limburg,Scha(a)p(en),2,3,0,2,4,wolf,GW1625m,Nee,,€ 525.67
1-03-23,Jubbega,Fryslân,Scha(a)p(en),1,0,0,1,2,wolf,GW3152m,Nee,,€ 673.92
1-03-23,Haaksbergen,Overijssel,Scha(a)p(en),3,0,0,1,4,wolf,GW2936f,Nee,,€ 841.64
28-02-23,Jubbega,Fryslân,Scha(a)p(en),2,2,0,0,2,wolf,GW3152m?,Nee,,€ 775.24
28-02-23,Dwingeloo,Drenthe,Scha(a)p(en),15,1,0,0,15,wolf,GW3151m,Nee,,"€ 3,683.46"
26-02-23,Eibergen,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2936f,Nee,,€ 297.93
23-02-23,Wapserveen,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW3152m,Nee,,€ 295.26
22-02-23,Wapse,Drenthe,Scha(a)p(en),2,0,0,0,2,wolf,GW3152m,"Ja, maar",Raster was op een plek kapot,€ 540.06
22-02-23,Gastel,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 254.34
20-02-23,Dwingeloo,Drenthe,Scha(a)p(en),9,3,0,2,11,wolf,GW2090f,Nee,,"€ 2,041.26"
17-02-23,Boijl,Fryslân,Shetland Pony,1,1,0,0,1,wolf,GW3152m,Nee,,"€ 2,877.67"
15-02-23,Nederweert,Limburg,Damhert(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 332.66
15-02-23,Emst,Gelderland,Scha(a)p(en),3,0,0,0,3,wolf,GW2540f,Nee,,€ 781.86
13-02-23,Lierop,Noord-Brabant,Scha(a)p(en),4,0,0,1,5,vermoedelijk wolf,onbekend,"Ja, maar",Stroomdraad aan binnenkant raster,"€ 1,552.72"
13-02-23,Lierop,Noord-Brabant,Scha(a)p(en),1,0,0,1,2,wolf,GW1625m,"Ja, maar",Stroomdraad aan binnenkant raster,"€ 2,764.44"
13-02-23,Langedijke,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,GW3152m,Nee,,€ 270.03
13-02-23,Langedijke,Fryslân,Scha(a)p(en),3,3,0,10,13,wolf,GW3152m; GW2090f?,Nee,,"€ 2,889.04"
11-02-23,Esbeek,Noord-Brabant,Scha(a)p(en),4,1,1,0,4,wolf,GW3236f,Nee,,"€ 1,305.43"
10-02-23,Doldersum,Drenthe,Scha(a)p(en),2,0,0,2,4,wolf,GW3151m,"Ja, maar",De paaltjes staan vaak te ver uit elkaar (15-20 m),"€ 1,414.87"
9-02-23,Beekbergen,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 199.83
9-02-23,Kallenkote,Overijssel,Scha(a)p(en),6,2,0,4,10,wolf,GW3152m,Nee,,"€ 2,378.87"
8-02-23,Nederweert,Limburg,Damhert(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 507.66
6-02-23,Nederweert,Limburg,Damhert(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 582.66
6-02-23,Appelscha,Fryslân,Koe(ien),1,0,0,0,1,wolf,onbekend,Nee,,"€ 2,750.00"
2-02-23,Lierop,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 210.03
1-02-23,Nederweert,Limburg,Damhert(en),3,0,0,0,3,wolf,GW1625m,Nee,,€ 941.52
1-02-23,Someren,Noord-Brabant,Scha(a)p(en),5,2,0,0,5,wolf,GW1625m,Nee,,"€ 2,722.15"
1-02-23,Appelscha,Fryslân,Scha(a)p(en),6,0,7,4,10,wolf,GW2090f,Nee,,"€ 3,966.46"
31-01-23,Appelscha,Fryslân,Scha(a)p(en),0,1,0,0,0,wolf,GW3151m,Nee,,
30-01-23,Veenhuizen,Drenthe,Scha(a)p(en),2,0,0,1,3,wolf,GW2397m,Nee,,€ 674.40
30-01-23,Makkinga,Fryslân,Scha(a)p(en),0,0,0,4,4,wolf,GW3152m,Nee,,"€ 1,279.51"
29-01-23,Zandhuizen,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,GW3152m,Nee,,€ 210.03
29-01-23,Appelscha,Fryslân,Scha(a)p(en),8,5,5,20,28,wolf,GW2090f,Nee,,"€ 7,761.30"
25-01-23,Wapserveen,Drenthe,Scha(a)p(en),4,1,0,7,11,wolf,onbekend,Nee,,"€ 2,115.55"
25-01-23,Boijl,Fryslân,Scha(a)p(en),7,4,0,3,10,wolf,GW3151m,Nee,,"€ 2,542.12"
24-01-23,Kallenkote,Overijssel,Scha(a)p(en),3,9,0,6,9,wolf,GW3152m,Nee,,"€ 2,351.29"
24-01-23,Schuinesloot,Overijssel,Scha(a)p(en),0,0,0,1,1,vermoedelijk wolf,onbekend,Nee,,€ 373.43
22-01-23,Langelo,Drenthe,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 270.13
21-01-23,Appelscha,Fryslân,Scha(a)p(en),5,1,5,1,6,wolf,GW3151m,Nee,,"€ 2,705.39"
21-01-23,Vledder,Drenthe,Scha(a)p(en),5,1,0,1,6,wolf,GW3151m,"Ja, maar",Op vier plekken was de onderste draad te hoog (30 cm),"€ 1,654.86"
21-01-23,Epe,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2540f,"Ja, maar","Maaiveld niet vlak, onderste draad op enkele plaatsen te hoog (30 cm)",€ 296.83
20-01-23,Vledder,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW3151m,Nee,,€ 270.03
19-01-23,Nijensleek,Drenthe,Scha(a)p(en),4,0,2,11,15,wolf,GW3151m,Nee,,"€ 3,153.31"
19-01-23,Roswinkel,Drenthe,Scha(a)p(en),1,0,0,1,2,wolf,onbekend,Nee,,"€ 1,083.11"
16-01-23,Grolloo,Drenthe,Scha(a)p(en),2,0,0,0,2,wolf,GW2864m,Nee,,€ 829.87
16-01-23,Dwingeloo,Drenthe,Scha(a)p(en),13,0,0,0,13,wolf,onbekend,Nee,,"€ 3,171.63"
16-01-23,Beilen,Drenthe,Scha(a)p(en),1,4,0,0,1,wolf,onbekend,Nee,,€ 698.42
15-01-23,Boijl,Fryslân,Scha(a)p(en),11,0,0,5,16,wolf,onbekend,Nee,,"€ 4,357.94"
14-01-23,Wapserveen,Drenthe,Scha(a)p(en),6,0,0,1,7,wolf,onbekend,Nee,,"€ 3,382.50"
14-01-23,Someren,Noord-Brabant,Scha(a)p(en),5,0,0,1,6,wolf,GW1625m,Nee,,"€ 1,864.33"
12-01-23,Meerssen,Limburg,Scha(a)p(en),2,0,0,0,2,wolf,GW2807m,Nee,,€ 331.83
11-01-23,Amerongen,Utrecht,Scha(a)p(en),0,1,0,1,1,wolf,GW2905m,Nee,,€ 532.62
11-01-23,Nuth,Limburg,Scha(a)p(en),3,0,0,0,3,wolf,GW2807m,Nee,,€ 663.63
11-01-23,Klarenbeek,Gelderland,Scha(a)p(en),1,1,0,0,1,wolf,GW2540f,Nee,,€ 400.94
10-01-23,Deurze,Drenthe,Scha(a)p(en),2,2,0,1,3,wolf,onbekend,Nee,,"€ 1,603.79"
9-01-23,Boijl,Fryslân,Scha(a)p(en),3,0,0,0,3,wolf,GW2090f,Nee,,€ 693.63
9-01-23,Amen,Drenthe,Scha(a)p(en),6,2,1,2,8,wolf,onbekend,Nee,,"€ 2,412.36"
6-01-23,Nederweert,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 270.03
6-01-23,Klarenbeek,Gelderland,Scha(a)p(en),2,0,0,0,2,wolf,GW2540f,Nee,,€ 538.51
5-01-23,Nederweert,Limburg,Scha(a)p(en),3,0,0,0,3,wolf,GW1625m,Nee,,€ 493.63
5-01-23,Klarenbeek,Gelderland,Scha(a)p(en),2,0,0,0,2,wolf,GW2540f,Nee,,€ 481.83
4-01-23,Niebert,Groningen,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 270.03
4-01-23,Klarenbeek,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2540f,Nee,,€ 267.92
31-12-22,Maarheeze,Noord-Brabant,Scha(a)p(en),3,0,0,0,3,wolf,GW1625m,Nee,,€ 934.43
31-12-22,Oosterwolde,Fryslân,Scha(a)p(en),2,2,0,0,2,wolf,"GW2090f, GW2397m",Nee,,€ 511.02
28-12-22,Elsloo,Fryslân,Scha(a)p(en),1,0,0,1,2,wolf,onbekend,Nee,,€ 394.63
28-12-22,Makkinga,Fryslân,Scha(a)p(en),3,0,0,5,8,wolf,GW2090f,Nee,,"€ 2,283.60"
27-12-22,Wellerlooi,Limburg,Scha(a)p(en),24,17,0,6,30,wolf,GW2667m,Nee,,"€ 6,829.01"
27-12-22,Someren,Noord-Brabant,Scha(a)p(en),5,0,0,0,5,wolf,GW1625m,Nee,,"€ 1,347.20"
26-12-22,Someren,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 267.92
26-12-22,Eeserveen,Drenthe,Scha(a)p(en),1,1,0,0,1,wolf,GW2864m,Nee,,€ 267.92
26-12-22,Arnhem,Gelderland,Pony('s),1,0,0,0,1,wolf,GW2435m,Nee,,€ 421.45
25-12-22,Appelscha,Fryslân,Scha(a)p(en),1,1,0,2,3,wolf,GW2397m,Nee,,€ 762.80
24-12-22,Siebengewald,Limburg,Scha(a)p(en),2,0,0,0,2,wolf,onbekend,Nee,,€ 757.53
24-12-22,Maarheeze,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 267.92
23-12-22,Grolloo,Drenthe,Scha(a)p(en),0,1,0,1,1,wolf,GW2864m,Nee,,€ 677.82
22-12-22,Bergharen,Gelderland,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 258.03
22-12-22,Haren,Groningen,Scha(a)p(en),1,2,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 227.92
20-12-22,Schoonloo,Drenthe,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 233.78
20-12-22,Zwiggelte,Drenthe,Scha(a)p(en),2,0,0,1,3,wolf,GW2864m,Nee,,"€ 1,000.42"
19-12-22,Maarheeze,Noord-Brabant,Scha(a)p(en),3,1,0,0,3,wolf,GW1625m,Nee,,€ 634.12
19-12-22,Zwiggelte,Drenthe,Scha(a)p(en),2,0,2,2,4,wolf,GW2864m,Nee,,"€ 2,199.14"
17-12-22,Haalderen,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2667m,Nee,,€ 158.78
17-12-22,Arnhem,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2540f,Nee,,€ 468.80
16-12-22,Appelscha,Fryslân,Scha(a)p(en),1,0,0,3,4,wolf,"GW2090f, GW2397m",Nee,,"€ 1,170.23"
14-12-22,Heeze,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 77.92
14-12-22,Arnhem,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 108.78
13-12-22,Groningen,Groningen,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 177.92
11-12-22,Overschild,Groningen,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 177.92
10-12-22,Amen,Drenthe,Scha(a)p(en),1,1,0,2,3,wolf,GW2864m,Nee,,€ 877.70
10-12-22,Borger,Drenthe,Scha(a)p(en),3,0,0,8,11,wolf,GW2864m,Nee,,"€ 15,798.46"
9-12-22,Groningen,Groningen,Scha(a)p(en),2,0,1,0,2,vermoedelijk wolf,onbekend,Nee,,€ 481.02
8-12-22,Grolloo,Drenthe,Scha(a)p(en),11,4,1,6,17,wolf,GW2864m,Nee,,"€ 5,315.26"
7-12-22,Helenaveen,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 147.92
7-12-22,Grolloo,Drenthe,Scha(a)p(en),4,5,0,5,9,wolf,GW2864m,Nee,,"€ 1,359.79"
6-12-22,Arnhem,Gelderland,Pony('s),1,0,0,0,1,wolf,onbekend,Nee,,"€ 2,799.29"
3-12-22,Uffelte,Drenthe,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 233.78
1-12-22,Lierop,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 177.92
30-11-22,Beekbergen,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2435m,Nee,,€ 267.92
30-11-22,Voorst,Gelderland,Scha(a)p(en),3,0,0,0,3,wolf,GW3150m,Nee,,€ 684.12
26-11-22,Lunteren,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 273.78
19-11-22,Hulshorst,Gelderland,Scha(a)p(en),1,1,0,0,1,wolf,GW1428m,Nee,,€ 349.76
18-11-22,Rumpt,Gelderland,Scha(a)p(en),6,1,0,0,6,vermoedelijk wolf,onbekend,Nee,,"€ 1,535.90"
18-11-22,Beilen,Drenthe,Scha(a)p(en),4,1,2,6,10,wolf,"GW2090f, GW3151m",Nee,,"€ 3,014.64"
17-11-22,Ammerzoden,Gelderland,Scha(a)p(en),2,0,0,1,3,wolf,GW2435m,Nee,,€ 556.19
17-11-22,Gameren,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2435m,Nee,,€ 267.92
17-11-22,Bruchem,Gelderland,Scha(a)p(en),2,1,0,0,2,wolf,GW2435m,Nee,,€ 511.02
16-11-22,Sprang-Capelle,Noord-Brabant,Scha(a)p(en),2,0,0,0,2,wolf,GW2435m,Nee,,€ 511.02
15-11-22,Kaatsheuvel,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 267.92
14-11-22,Kaatsheuvel,Noord-Brabant,Scha(a)p(en),11,1,0,0,11,wolf,GW2435m,Nee,,"€ 2,838.20"
11-11-22,Dwingeloo,Drenthe,Scha(a)p(en),1,0,0,2,3,wolf,GW2090f,Nee,,€ 861.17
9-11-22,Wolfheze,Gelderland,Scha(a)p(en),2,1,0,1,3,wolf,GW3012f,Nee,,€ 754.12
9-11-22,Winterswijk,Gelderland,Scha(a)p(en),1,3,0,0,1,wolf,GW3149m,Nee,,€ 152.92
4-11-22,Lierop,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 207.92
31-10-22,Ekehaar,Drenthe,Pink,0,1,0,0,0,vermoedelijk wolf,onbekend,Nee,,€ 431.60
27-10-22,Wolfheze,Gelderland,Scha(a)p(en),9,5,0,3,12,wolf,GW3012f,Nee,,"€ 3,150.81"
27-10-22,Weert,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 273.78
25-10-22,Milsbeek,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW2488m,Nee,,€ 77.92
24-10-22,Heeze,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 202.92
20-10-22,Dwingeloo,Drenthe,Scha(a)p(en),3,0,0,0,3,vermoedelijk wolf,onbekend,Nee,,€ 634.12
19-10-22,Benneveld,Drenthe,Scha(a)p(en),3,18,0,0,3,wolf,GW2864m,Nee,,"€ 3,922.70"
17-10-22,Nieuwlande,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 233.78
17-10-22,Tubbergen,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2902f,Nee,,€ 183.78
15-10-22,Vledder,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 273.78
15-10-22,Slagharen,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2488m,Nee,,€ 202.92
14-10-22,Slagharen,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2488m,Nee,,€ 152.92
13-10-22,Benneveld,Drenthe,Scha(a)p(en),1,1,0,2,3,wolf,GW2864m,Nee,,€ 795.87
11-10-22,Wijster,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2488m,Nee,,€ 208.78
10-10-22,Fluitenberg,Drenthe,Geit(en),0,0,0,1,1,wolf,GW2488m,Nee,,€ 198.96
8-10-22,Hierden,Gelderland,Scha(a)p(en),11,5,0,0,11,wolf,GW2905m,Nee,,"€ 1,779.13"
8-10-22,Vriezenveen,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW2902f,Nee,,€ 305.84
8-10-22,Wittelte,Drenthe,Pony('s),1,0,0,0,1,wolf,GW2397m,Nee,,€ 338.39
7-10-22,Emst,Gelderland,Scha(a)p(en),5,6,0,0,5,wolf,GW3012f,Nee,,"€ 1,265.08"
6-10-22,Vriezenveen,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2902f,Nee,,€ 152.92
6-10-22,Pesse,Drenthe,Koe(ien),1,0,0,0,1,wolf,GW2488m,Nee,,"€ 2,260.13"
6-10-22,Harskamp,Gelderland,Scha(a)p(en),4,2,0,0,4,wolf,GW3012f,Nee,,"€ 12,840.17"
5-10-22,Vriezenveen,Overijssel,Scha(a)p(en),1,0,0,1,2,wolf,GW2902f,Nee,,€ 389.13
4-10-22,Langedijke,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 227.92
4-10-22,Langedijke,Fryslân,Scha(a)p(en),3,0,0,0,3,wolf,GW2090f; GW2397m,Nee,,€ 634.12
4-10-22,Noord-Sleen,Drenthe,Pink,1,0,0,0,1,wolf,onbekend,Nee,,"€ 1,229.92"
3-10-22,Renkum,Gelderland,Scha(a)p(en),2,1,0,1,3,wolf,GW3012f,Nee,,€ 882.36
2-10-22,Grolloo,Drenthe,Scha(a)p(en),2,1,2,3,5,wolf,GW3011f,Nee,,"€ 1,136.10"
2-10-22,Sleen,Drenthe,Pink,1,2,0,0,1,wolf,GW2488m,Nee,,"€ 2,474.16"
2-10-22,Elspeet,Gelderland,Scha(a)p(en),1,1,0,2,3,wolf,GW998f,Nee,,€ 745.68
2-10-22,Elspeet,Gelderland,Scha(a)p(en),12,6,0,2,14,wolf,GW998f; GW893m,Nee,,"€ 3,791.46"
1-10-22,Sleen,Drenthe,Kalf,1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 200.00
1-10-22,Sleen,Drenthe,Kalf,1,1,0,0,1,wolf,GW2488m,Nee,,"€ 1,538.44"
30-09-22,Elspeet,Gelderland,Scha(a)p(en),0,0,0,1,1,wolf,GW2664m,Nee,,€ 297.31
30-09-22,Amen,Drenthe,Scha(a)p(en),1,2,1,0,1,vermoedelijk wolf,onbekend,Nee,,€ 277.92
30-09-22,Dwingeloo,Drenthe,Vaars,1,0,0,0,1,wolf,GW2090f; GW2397m,Nee,,"€ 1,810.13"
28-09-22,Grolloo,Drenthe,Scha(a)p(en),5,0,2,0,5,wolf,GW3011f,Nee,,€ 940.14
27-09-22,Stuifzand,Drenthe,Scha(a)p(en),4,18,0,4,8,wolf,GW2488m,Nee,,"€ 6,023.12"
20-09-22,Oldeberkoop,Fryslân,Scha(a)p(en),4,1,0,1,5,wolf,GW2090f,Nee,,"€ 1,238.97"
20-09-22,Leende,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 207.92
20-09-22,Bruntinge,Drenthe,Koe(ien),1,0,0,0,1,wolf,GW2488m,Nee,,"€ 2,250.00"
20-09-22,Wijster,Drenthe,Pink,0,0,0,1,1,wolf,GW2864m,Nee,,"€ 1,377.60"
20-09-22,Drijber,Drenthe,Pink,1,0,0,0,1,wolf,GW2488m,Nee,,"€ 1,300.00"
18-09-22,Uffelte,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2090f,Nee,,€ 133.78
17-09-22,Leende,Noord-Brabant,Scha(a)p(en),4,1,0,0,4,wolf,GW1625m,Nee,,€ 509.76
16-09-22,Elp,Drenthe,Scha(a)p(en),8,0,1,2,10,wolf,GW3011f,Nee,,"€ 3,136.12"
14-09-22,Dwingeloo,Drenthe,Scha(a)p(en),5,0,0,0,5,vermoedelijk wolf,onbekend,Nee,,€ 427.92
14-09-22,Luttelgeest,Flevoland,Scha(a)p(en),2,0,0,0,2,vermoedelijk wolf,onbekend,Nee,,€ 462.53
13-09-22,Ansen,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2090f,Nee,,€ 227.92
12-09-22,Diever,Drenthe,Scha(a)p(en),1,2,0,0,1,wolf,GW2397m,Nee,,€ 647.28
11-09-22,Soerendonk,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 127.92
10-09-22,Uffelte,Drenthe,Scha(a)p(en),1,1,0,0,1,wolf,GW2090f,Nee,,€ 426.32
8-09-22,Zwiggelte,Drenthe,Koe(ien),1,0,0,0,1,wolf,GW2864m; GW3011f,Nee,,"€ 2,160.13"
7-09-22,Ruinen,Drenthe,Scha(a)p(en),1,4,0,2,3,wolf,onbekend,Nee,,€ 980.35
6-09-22,Wittelte,Drenthe,Scha(a)p(en),3,1,0,0,3,wolf,GW2090f,Nee,,€ 438.07
5-09-22,Beilen,Drenthe,Kalf,1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 355.32
4-09-22,Wateren,Drenthe,Scha(a)p(en),2,0,2,3,5,wolf,GW2397m,Ja,,"€ 1,790.28"
3-09-22,Beilen,Drenthe,Kalf,1,0,0,0,1,wolf,GW2864m,Nee,,"€ 1,230.57"
2-09-22,Sint Geertruid,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW2541m,Nee,,€ 183.78
2-09-22,Makkinga,Fryslân,Kalf,1,0,0,0,1,wolf,GW2397m,Nee,,€ 380.32
2-09-22,Beilen,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2864m,Nee,,€ 158.78
31-08-22,Arnhem,Gelderland,Scha(a)p(en),4,0,0,0,4,wolf,onbekend,"Ja, maar",30 meter van het raster lag plat,€ 437.22
31-08-22,Nederweert,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 227.92
29-08-22,Wijster,Drenthe,Scha(a)p(en),1,1,0,0,1,wolf,GW2488m,Nee,,€ 233.78
29-08-22,Vriezenveen,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2902f,Nee,,€ 133.78
29-08-22,Kallenkote,Overijssel,Scha(a)p(en),6,0,0,3,9,wolf,GW2397m,Nee,,"€ 2,044.76"
