Datum melding,Locatie aanval,Provincie,Prooidier,Dood,Gewond,Vermist,Geeuthanaseerd,Totaal aantal dode slachtoffers,Diersoort,Individu,Voldoet aan adviesnorm,Eventuele gebreken, Bedrag uitbetaling 
11-02-24,Appelscha,Fryslân,Scha(a)p(en),2,,,,2,wolf,GW3812m,Nee,,€ 511.83
11-02-24,Putten,Gelderland,Scha(a)p(en),3,,,,3,wolf,GW3425m,Nee,, € -   
11-02-24,Appelscha,Fryslân,Scha(a)p(en),1,,3,1,2,wolf,GW3690m; GW3812m,Nee,, € -   
11-02-24,Elsloo,Fryslân,Scha(a)p(en),,,,1,1,wolf,GW3882m,Nee,,€ 568.72
10-02-24,Westdorp,Drenthe,Scha(a)p(en),8,,3,3,11,wolf,GW3874m,Nee,, € -   
9-02-24,Kootwijkerbroek,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3155m?,Nee,, € -   
9-02-24,Lunteren,Gelderland,Scha(a)p(en),6,3,,1,7,wolf,GW3155m,Nee,, € -   
9-02-24,Makkinga,Fryslân,Scha(a)p(en),6,,,4,10,wolf,gemixt profiel,Nee,, € -   
9-02-24,Lunteren,Gelderland,Scha(a)p(en),4,8,,,4,wolf,GW3155m,Nee,, € -   
9-02-24,Stroe,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW3155m,Nee,,€ 347.26
9-02-24,Elsloo,Fryslân,Scha(a)p(en),3,,,,3,wolf,GW3882m,Nee,, € -   
9-02-24,Kootwijkerbroek,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3155m,Nee,, € -   
8-02-24,Otterlo,Gelderland,Scha(a)p(en),1,,,,1,wolf,gemixt profiel,Nee,, € -   
8-02-24,Nunspeet,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3694f,Ja,, € -   
7-02-24,Doornspijk,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW3694f,Nee,, € -   
7-02-24,Wolfheze,Gelderland,Rund(eren),,1,,,0,wolf,gemixt profiel,Nee,, € -   
7-02-24,Haulerwijk,Fryslân,Scha(a)p(en),,,,2,2,wolf,GW3813m; GW4009m,Nee,,€ 672.58
7-02-24,Ermelo,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW4004f,Nee,, € -   
7-02-24,Putten,Gelderland,Scha(a)p(en),4,,,,4,wolf,GW3425m; GW3816f,Nee,, € -   
7-02-24,Haulerwijk,Fryslân,Scha(a)p(en),,,5,3,3,wolf,onbekend,Nee,,"€ 2,257.31"
7-02-24,Haule,Fryslân,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,, € -   
7-02-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3694f,Nee,, € -   
7-02-24,Haulerwijk,Fryslân,Scha(a)p(en),3,1,,3,6,wolf,GW3812m,Nee,,"€ 2,137.76"
6-02-24,Renswoude,Utrecht,Paard(en),,2,,,0,vermoedelijk wolf,onbekend,Nee,, € -   
6-02-24,Kootwijkerbroek,Gelderland,Scha(a)p(en),4,,,,4,wolf,GW2540f,Nee,, € -   
6-02-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,1,2,wolf,nog in analyse,Nee,, € -   
6-02-24,Ermelo,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3155m,Nee,, € -   
5-02-24,Ermelo,Gelderland,Scha(a)p(en),,2,,,0,wolf,onbekend,Nee,, € -   
5-02-24,Ermelo,Gelderland,Scha(a)p(en),12,,3,1,13,wolf,GW3155m,Nee,,
5-02-24,Ermelo,Gelderland,Scha(a)p(en),8,2,3,,8,wolf,GW3155m,Nee,, € -   
5-02-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   
5-02-24,Doorn,Utrecht,Scha(a)p(en),2,,,1,3,wolf,GW4076f,Nee,, € -   
4-02-24,Wapse,Drenthe,Scha(a)p(en),1,,,1,2,wolf,GW3812m,Ja,, € -   
4-02-24,Putten,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3816f,Nee,, € -   
4-02-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3694f,Nee,, € -   
3-02-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,,1,vermoedelijk wolf,,Nee,, € -   
3-02-24,Harskamp,Gelderland,Scha(a)p(en),1,2,,,1,wolf,GW3155m,Nee,, € -   
3-02-24,Nunspeet,Gelderland,Scha(a)p(en),2,7,4,2,4,wolf,GW3694f,,, € -   
3-02-24,Vinkega,Fryslân,Scha(a)p(en),1,,,1,2,wolf,GW3813m,Nee,, € -   
3-02-24,Waspersveen,Drenthe,Scha(a)p(en),3,,2,2,5,wolf,GW4077f,Nee,, € -   
1-02-24,Steggerda,Fryslân,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,, € -   
1-02-24,Oosterwolde,Gelderland,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,, € -   
1-02-24,Kootwijkerbroek,Gelderland,Scha(a)p(en),,1,2,,0,wolf,onbekend,Nee,, € -   
1-02-24,Oudehorne,Fryslân,Scha(a)p(en); Minipaard,2,,,,2,wolf,gemixt profiel,Nee,, € -   
1-02-24,Elsloo,Fryslân,Scha(a)p(en),4,1,,,4,wolf,GW3882m,Nee,,€ 912.74
1-02-24,Jubbega,Fryslân,Scha(a)p(en),3,2,,3,6,wolf,GW3813m,Nee,, € -   
31-01-24,Eeserveen,Drenthe,Scha(a)p(en),4,,,,4,wolf,GW3881m,Nee,, € -   
31-01-24,Nijeberkoop,Fryslân,Scha(a)p(en),3,3,,2,5,wolf,gemixt profiel,Nee,, € -   
31-01-24,Ede,Gelderland,Scha(a)p(en),,1,,,0,wolf,GW3155m,Nee,, € -   
31-01-24,Oldebroek,Gelderland,Scha(a)p(en),1,3,,,1,wolf,GW3694f,Nee,, € -   
31-01-24,Otterlo,Gelderland,Scha(a)p(en),3,,,,3,wolf,GW2435m,Nee,, € -   
31-01-24,Kootwijkerbroek,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2540f,Nee,,
30-01-24,Harskamp,Gelderland,Scha(a)p(en),3,,,,3,wolf,GW3155m,Nee,, € -   
30-01-24,Steggerda,Fryslân,Scha(a)p(en),2,,,1,3,wolf,GW3815f,Nee,, € -   
29-01-24,Doldersum,Drenthe,Scha(a)p(en),1,3,,,1,wolf,GW3689m,Ja,, € -   
29-01-24,Leersum,Utrecht,Scha(a)p(en),3,,,,3,wolf,GW4076f,Nee,, € -   
29-01-24,De Hoeve,Fryslân,Scha(a)p(en),2,,,8,10,wolf,GW4009m; gemixt profiel,Nee,, € -   
28-01-24,Sleen,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW3152m,Nee,, € -   
28-01-24,Harskamp,Gelderland,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,, € -   
28-01-24,Dwingeloo,Drenthe,Scha(a)p(en),3,3,,3,6,wolf,GW3690m; GW3813m,Nee,, € -   
28-01-24,Drijber,Drenthe,Scha(a)p(en),4,1,,,4,vermoedelijk wolf,onbekend,Nee,, € -   
27-01-24,Doornspijk,Gelderland,Scha(a)p(en),4,,,,4,wolf,GW3694f,Nee,, € -   
27-01-24,Kootwijkerbroek,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2540f,Nee,, € -   
27-01-24,Appelscha,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3882m,Ja,, € -   
26-01-24,Wapserveen,Drenthe,Scha(a)p(en),2,,,,2,vermoedelijk wolf,onbekend,Ja,, € -   
26-01-24,Eeserveen,Drenthe,Scha(a)p(en),6,,,1,7,wolf,GW3881m,Nee,, € -   
26-01-24,Diever,Drenthe,Scha(a)p(en),6,,,4,10,wolf,GW3812m; GW3813m,Ja,, € -   
26-01-24,Harskamp,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3155m,Nee,, € -   
25-01-24,Otterlo,Gelderland,Scha(a)p(en),5,1,,,5,wolf,GW2435m; GW3012f,Nee,,"€ 1,328.33"
25-01-24,Nijensleek,Drenthe,Scha(a)p(en),11,12,,,11,wolf,GW3812m; gemixt profiel,Nee,, € -   
24-01-24,Doornspijk,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW3694f,Nee,, € -   
24-01-24,Ravenswoud,Fryslân,Scha(a)p(en),5,8,6,,5,wolf,GW3812m,Nee,, € -   
23-01-24,Putten,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3155m,Nee,, € -   
23-01-24,Elsloo,Fryslân,Scha(a)p(en),3,,,,3,wolf,GW3882m,Nee,, € -   
23-01-24,Doornspijk,Gelderland,Scha(a)p(en),,2,,,0,wolf,GW3694f,,, € -   
23-01-24,Jubbega,Fryslân,Scha(a)p(en),6,5,25,,6,wolf,GW2090f,Nee,, € -   
22-01-24,t Harde,Gelderland,Scha(a)p(en),1,4,,,1,wolf,GW3694f,Nee,, € -   
22-01-24,t Harde,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW3694f,Nee,,€ 629.12
22-01-24,Putten,Gelderland,Scha(a)p(en),3,,,,3,wolf,GW3425m,Nee,, € -   
22-01-24,Steggerda,Fryslân,Scha(a)p(en),1,,,,1,vermoedelijk wolf,,Nee,, € -   
22-01-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3694f,Nee,, € -   
20-01-24,Vledderveen,Drenthe,Scha(a)p(en),2,7,,2,4,wolf,GW3813m; gemixt profiel,"Ja, maar",raster was kapot, € -   
20-01-24,Kootwijkerbroek,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW2540f,Nee,, € -   
20-01-24,Otterlo,Gelderland,Scha(a)p(en),11,2,,2,13,wolf,gemixt profiel,Nee,, € -   
19-01-24,Eeserveen,Drenthe,Scha(a)p(en),6,3,,,6,wolf,GW4075f,Nee,, € -   
19-01-24,Zuidvelde,Drenthe,Scha(a)p(en),8,,1,,8,wolf,GW2397m; gemixt profiel,Nee,, € -   
19-01-24,Elsloo,Fryslân,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,, € -   
18-01-24,Sleen,Drenthe,Scha(a)p(en),2,1,1,1,3,wolf,GW3152m?,Nee,, € -   
18-01-24,Uddel,Gelderland,Scha(a)p(en),3,,,,3,wolf,GW4004f?,Nee,, € -   
17-01-24,Vinkega,Fryslân,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,, € -   
17-01-24,Wapse,Drenthe,Scha(a)p(en),1,,,,1,wolf,onbekend,Ja,, € -   
16-01-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   
16-01-24,Nijensleek,Drenthe,Scha(a)p(en),7,,,1,8,wolf,gemixt profiel,Nee,, € -   
16-01-24,Wapse,Drenthe,Scha(a)p(en),1,10,,,1,wolf,GW3689m,Ja,, € -   
15-01-24,Harskamp,Gelderland,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,, € -   
15-01-24,Nijeberkoop,Fryslân,Scha(a)p(en),1,,,1,2,wolf,GW3882m,Nee,, € -   
15-01-24,Vledderveen,Drenthe,Scha(a)p(en),4,5,,1,5,wolf,GW3813m; gemixt profiel,"Ja, maar",op één plek onderste draad op 27 cm, € -   
15-01-24,Doornspijk,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3694f,Nee,, € -   
14-01-24,Steggerda,Fryslân,Scha(a)p(en),,1,,,0,wolf,onbekend,Nee,, € -   
14-01-24,Doornspijk,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3694f,Nee,, € -   
14-01-24,Lunteren,Gelderland,Scha(a)p(en),9,,,,9,wolf,onbekend,Nee,, € -   
14-01-24,Vinkega,Fryslân,Scha(a)p(en),,1,,,0,wolf,GW3815f,Nee,, € -   
14-01-24,Amen,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW3881m,Nee,, € -   
14-01-24,Vinkega,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3815f,Nee,, € -   
14-01-24,Zuidvelde,Drenthe,Scha(a)p(en),1,5,2,1,2,wolf,GW3152m,Nee,, € -   
14-01-24,Elsloo,Fryslân,Scha(a)p(en),1,,,,1,wolf,gemixt profiel,Nee,, € -   
13-01-24,Makkinga,Fryslân,Scha(a)p(en),9,,,,9,wolf,GW4009m,Nee,, € -   
13-01-24,Kallenkote,Overijssel,Scha(a)p(en),3,0,0,5,8,wolf,gemixt profiel,Nee,, € -   
12-01-24,Makkinga,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3690m,Nee,, € -   
12-01-24,De Glind,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3155m,Nee,, € -   
12-01-24,Maarsbergen,Utrecht,Scha(a)p(en),2,,,,2,wolf,GW3155m,Nee,, € -   
12-01-24,De Glind,Gelderland,Scha(a)p(en),3,1,,1,4,wolf,GW3155m,Nee,, € -   
12-01-24,De Glind,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3155m,Nee,, € -   
11-01-24,Zwartebroek,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3816f?,Nee,, € -   
11-01-24,Westdorp,Drenthe,Scha(a)p(en),6,8,,,6,wolf,GW3011f; GW3881m; gemixt profiel,Nee,, € -   
11-01-24,Wehl,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2398m,Nee,, € -   
10-01-24,Scherpenzeel,Gelderland,Scha(a)p(en),4,,,,4,wolf,GW3155m,Nee,, € -   
10-01-24,Nijkerk,Gelderland,Scha(a)p(en),4,3,,3,7,wolf,GW3425m,Nee,, € -   
9-01-24,Hoornsterzwaag,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3815f,Nee,, € -   
9-01-24,Nijkerk,Gelderland,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   
9-01-24,Wolfheze,Gelderland,Rund(eren),1,,,,1,wolf,GW2435m; gemixt profiel,Nee,, € -   
9-01-24,Makkinga,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3815f,Ja,,€ 270.03
9-01-24,Laag-Keppel,Gelderland,Scha(a)p(en),2,1,1,,2,wolf,GW2398m,Nee,,€ 691.83
8-01-24,Hoornsterzwaag,Fryslân,Scha(a)p(en),6,1,,,6,wolf,GW3815f,Nee,, € -   
8-01-24,Wehl,Gelderland,Scha(a)p(en),5,,,,5,wolf,GW2398m,Nee,, € -   
7-01-24,Jubbega,Fryslân,Scha(a)p(en),2,1,,,2,wolf,onbekend,Nee,, € -   
7-01-24,Makkinga,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW2090f,Nee,,€ 210.03
7-01-24,Westdorp,Drenthe,Scha(a)p(en),2,1,,1,3,wolf,gemixt profiel,Nee,,€ 826.62
7-01-24,Wehl,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2398m,Nee,,€ 210.03
6-01-24,Nijkerk,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3425m,Nee,,€ 608.34
6-01-24,Odoorn,Drenthe,Scha(a)p(en),6,1,,2,8,wolf,GW3011f; GW3250m,Nee,, € -   
6-01-24,Wehl,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW2398m,Nee,,€ 391.83
6-01-24,Grolloo,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW3881m?; gemixt profiel,Nee,,€ 230.03
5-01-24,Nijeveen,Drenthe,Scha(a)p(en),1,2,,1,2,wolf,GW3152m,Nee,,"€ 1,241.21"
4-01-24,Jubbega,Fryslân,Scha(a)p(en),,,,,0,wolf,GW3815f,Nee,, € -   
4-01-24,Grolloo,Drenthe,Scha(a)p(en),2,,,,2,wolf,GW3881m,Nee,,€ 411.83
4-01-24,Makkinga,Fryslân,Scha(a)p(en),5,2,,,5,wolf,gemixt profiel,Nee,,"€ 2,126.82"
4-01-24,Putten,Gelderland,Scha(a)p(en),1,1,,,1,wolf,onbekend,Nee,,€ 540.92
4-01-24,Oosterwolde,Fryslân,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,,€ 451.83
4-01-24,Grolloo,Drenthe,Scha(a)p(en),2,,,,2,wolf,GW3881m,Nee,,€ 557.89
4-01-24,Oosterwolde,Fryslân,Scha(a)p(en),9,,,,9,wolf,GW3812m; gemixt profiel,Nee,,"€ 5,198.23"
3-01-24,Nijensleek,Drenthe,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 270.03
3-01-24,Doornspijk,Gelderland,Scha(a)p(en),1,,,1,2,wolf,GW3694f?,Nee,,€ 638.95
2-01-24,Grolloo,Drenthe,Scha(a)p(en),1,,2,,1,wolf,GW3881m,Nee,,€ 617.14
2-01-24,Megchelen,Gelderland,Scha(a)p(en),6,,,,6,wolf,GW2398m,Nee,,"€ 1,478.41"
31-12-23,Orvelte,Drenthe,Scha(a)p(en),3,,,2,5,wolf,onbekend,Nee,, € -   
31-12-23,Beilen,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW3152m,Nee,,€ 450.03
31-12-23,Grolloo,Drenthe,Scha(a)p(en),3,,,,3,wolf,gemixt profiel,Nee,,€ 911.89
31-12-23,Eursinge,Drenthe,Scha(a)p(en),3,3,,,3,wolf,onbekend,Nee,,"€ 1,338.55"
31-12-23,Vledder,Drenthe,Scha(a)p(en),2,,,,2,wolf,GW3812m,Nee,,€ 539.06
30-12-23,Makkinga,Fryslân,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,,€ 361.83
30-12-23,Jubbega,Fryslân,Scha(a)p(en),2,1,,,2,wolf,GW3815f,Nee,,"€ 1,001.83"
30-12-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3815f,Nee,, € -   
29-12-23,Dwingeloo,Drenthe,Scha(a)p(en),5,,,7,12,wolf,GW3813m?,Nee,,"€ 3,172.47"
29-12-23,Langedijke,Fryslân,Scha(a)p(en),1,2,,,1,wolf,onbekend,Nee,,€ 420.06
28-12-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,2,,,1,wolf,onbekend,Nee,,€ 220.03
28-12-23,De Hoeve,Fryslân,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 185.03
28-12-23,Wapenveld,Gelderland,Scha(a)p(en),3,,,,3,wolf,GW3694f,Nee,, € -   
28-12-23,Vorchten,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3694f,Nee,,€ 511.83
28-12-23,Grolloo,Drenthe,Scha(a)p(en),2,,1,,2,wolf,GW3881m,Nee,,€ 496.83
27-12-23,Westdorp,Drenthe,Scha(a)p(en),12,,,8,20,wolf,GW3881m; gemixt profiel,Nee,,"€ 4,467.86"
27-12-23,Nijeveen,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW3152m,Nee,, € -   
25-12-23,Otterlo,Gelderland,Scha(a)p(en),5,,,,5,wolf,GW2435m?,Nee,,"€ 1,237.23"
25-12-23,Hattem,Gelderland,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 212.74
25-12-23,De Hoeve,Fryslân,Scha(a)p(en),1,1,,,1,wolf,GW3815f,Nee,,€ 549.25
25-12-23,Hoenderloo,Gelderland,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 96.84
25-12-23,Langedijke,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3882m,Nee,,€ 210.03
25-12-23,Hoogersmilde,Drenthe,Scha(a)p(en); Geit(en); Minipaard(en),4,,,,4,wolf,GW2397m; GW3690m; GW3812m,Nee,,"€ 3,802.12"
24-12-23,Leusden,Utrecht,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 220.03
24-12-23,Makkinga,Fryslân,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 220.03
24-12-23,Vorchten,Gelderland,Scha(a)p(en),5,4,,2,7,wolf,GW3694f?,Nee,,"€ 2,224.97"
24-12-23,Vorchten,Gelderland,Scha(a)p(en),1,,,1,2,wolf,GW3694f,Nee,,"€ 1,746.76"
24-12-23,Veessen,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3694f,Nee,,€ 375.14
24-12-23,Langedijke,Fryslân,Scha(a)p(en),6,,,1,7,wolf,GW3690m; GW3882m,Nee,,"€ 1,829.35"
22-12-23,Makkinga,Fryslân,Scha(a)p(en),1,,,5,6,wolf,GW3812m,Nee,, € -   
22-12-23,Doldersum,Drenthe,Scha(a)p(en),2,1,,2,4,wolf,GW3815f,Ja,,"€ 1,254.68"
22-12-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3812m,Nee,,€ 401.83
21-12-23,Makkinga,Fryslân,Scha(a)p(en),2,2,,1,3,wolf,GW3690m,Nee,,€ 631.83
21-12-23,t Harde,Gelderland,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 230.03
21-12-23,Oldebroek,Gelderland,Scha(a)p(en),1,2,,2,3,wolf,onbekend,Nee,,"€ 1,452.26"
21-12-23,Odoorn,Drenthe,Scha(a)p(en),5,,,,5,wolf,GW3011f; GW3250m,Nee,,"€ 1,537.23"
20-12-23,Makkinga,Fryslân,Scha(a)p(en),6,,,1,7,wolf,nog in analyse,Nee,,"€ 1,720.83"
20-12-23,Putten,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3816f,Nee,, € -   
19-12-23,Westdorp,Drenthe,Scha(a)p(en),8,1,,,8,wolf,GW3881m,Nee,,"€ 3,222.56"
19-12-23,Voorthuizen,Gelderland,Scha(a)p(en),1,,,,1,wolf,gemixt profiel,Nee,,€ 270.03
18-12-23,Wapserveen,Drenthe,Scha(a)p(en),3,,,,3,wolf,GW3152m,Nee,,"€ 4,306.31"
18-12-23,Elburg,Gelderland,Scha(a)p(en),2,4,,2,4,wolf,GW3694f,Nee,,"€ 1,774.38"
18-12-23,Beilen,Drenthe,Scha(a)p(en),2,1,,,2,wolf,GW3813m,Nee,,"€ 1,546.97"
18-12-23,Dwingeloo,Drenthe,Scha(a)p(en),,1,,,0,wolf,GW3813m,Ja,,€ 245.38
18-12-23,Dwingeloo,Drenthe,Scha(a)p(en),4,11,,,4,wolf,gemixt profiel,"Ja, maar",boven sluis geen draad,"€ 1,995.44"
18-12-23,Elburg,Gelderland,Scha(a)p(en),10,8,,,10,wolf,GW3694f,Nee,,"€ 4,797.80"
17-12-23,Eesveen,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW3815f,Nee,,€ 431.83
17-12-23,Makkinga,Fryslân,Scha(a)p(en),3,,,,3,wolf,gemixt profiel,Nee,,€ 603.63
16-12-23,Vessem,Noord-Brabant,Scha(a)p(en),1,2,,,1,wolf,GW3645m,Nee,,€ 559.47
16-12-23,Vinkega,Fryslân,Scha(a)p(en),2,1,,2,4,wolf,GW3812m,Nee,,"€ 1,067.56"
16-12-23,Garderen,Gelderland,Scha(a)p(en),1,,,2,3,wolf,nog in analyse,Nee,,€ 663.14
16-12-23,Appelscha,Fryslân,Scha(a)p(en),2,,,2,4,wolf,GW3882m,Ja,, € -   
16-12-23,Garderen,Gelderland,Scha(a)p(en),1,,,,1,wolf,nog in analyse,Nee,,€ 230.03
16-12-23,Steggerda,Fryslân,Scha(a)p(en),5,,,1,6,wolf,GW2397m; GW3152m; gemixt profiel,Nee,, € -   
15-12-23,Harskamp,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW2398m,Nee,,€ 546.71
15-12-23,Doornspijk,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3694f,Nee,,€ 394.39
15-12-23,Makkinga,Fryslân,Scha(a)p(en),3,,,,3,wolf,nog in analyse,Nee,,€ 803.63
14-12-23,Makkinga,Fryslân,Scha(a)p(en),5,,,,5,wolf,nog in analyse,Nee,,€ 987.23
14-12-23,Elburg,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3694f,Nee,,€ 511.83
14-12-23,Doornspijk,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3694f,Nee,,€ 619.31
14-12-23,Westdorp,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW3881m,Nee,,€ 923.32
14-12-23,Oldeberkoop,Fryslân,Scha(a)p(en),4,,,,4,wolf,GW3813m,Nee,,€ 775.43
14-12-23,Esbeek,Noord-Brabant,Scha(a)p(en),1,6,,,1,wolf,GW3645m,Nee,,€ 270.03
14-12-23,Doornspijk,Gelderland,Scha(a)p(en),7,1,,,7,wolf,GW3694f,Nee,,"€ 1,893.77"
13-12-23,Woudenberg,Utrecht,Scha(a)p(en),1,,,,1,wolf,GW3814f,Nee,, € -   
13-12-23,Nijkerk,Gelderland,Scha(a)p(en),2,1,,1,3,wolf,GW3425m,Nee,,"€ 1,162.85"
13-12-23,Zweeloo,Drenthe,Scha(a)p(en),5,,,,5,wolf,GW3874m; GW3881m,Nee,, € -   
13-12-23,Westdorp,Drenthe,Scha(a)p(en),10,5,,,10,wolf,GW3881m; gemixt profiel,Nee,,"€ 4,645.26"
13-12-23,Ermelo,Gelderland,Scha(a)p(en),1,,,1,2,wolf,GW2668f,Nee,, € -   
13-12-23,Doornspijk,Gelderland,Scha(a)p(en),6,,,2,8,wolf,GW3694f?,Nee,, € -   
12-12-23,Makkinga,Fryslân,Scha(a)p(en),1,,4,3,4,wolf,GW3882m,Nee,, € -   
12-12-23,Nijensleek,Drenthe,Scha(a)p(en),2,2,,,2,wolf,onbekend,Nee,, € -   
11-12-23,Makkinga,Fryslân,Scha(a)p(en),2,,,,2,wolf,GW3690m,Nee,, € -   
11-12-23,Makkinga,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3882m,Nee,, € -   
11-12-23,Nijkerk,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW3425m,Nee,, € -   
11-12-23,Woudenberg,Utrecht,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,, € -   
10-12-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,1,,,1,wolf,GW3812m,Nee,, € -   
10-12-23,Makkinga,Fryslân,Scha(a)p(en),5,,,,5,wolf,gemixt profiel,Nee,, € -   
10-12-23,Makkinga,Fryslân,Scha(a)p(en),4,1,,1,5,wolf,GW3882m,Nee,, € -   
9-12-23,Langedijke,Fryslân,Scha(a)p(en),11,,,,11,wolf,onbekend,Nee,, € -   
9-12-23,Stoutenburg,Utrecht,Scha(a)p(en),2,,,,2,wolf,GW3814f,Nee,, € -   
9-12-23,Makkinga,Fryslân,Scha(a)p(en),4,,,,4,wolf,GW3882m,Nee,,"€ 1,350.15"
7-12-23,De Heen,Noord-Brabant,Scha(a)p(en),2,4,,,2,wolf,GW3645m,Nee,, € -   
6-12-23,De Heen,Noord-Brabant,Scha(a)p(en),1,,,,1,wolf,GW3645m,Nee,, € -   
6-12-23,Kallenkote,Overijssel,Scha(a)p(en),1,1,2,0,1,wolf,GW3813m,Nee,, € -   
5-12-23,Halsteren,Noord-Brabant,Scha(a)p(en),1,,,,1,wolf,GW3645m,Nee,, € -   
5-12-23,Steggerda,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3815f,Nee,, € -   
4-12-23,Nijkerk,Gelderland,Scha(a)p(en),3,2,,,3,wolf,GW3425m,Nee,,€ 977.98
4-12-23,Poortvliet,Zeeland,Scha(a)p(en),2,,,,2,wolf,GW3645m,Nee,, € -   
4-12-23,Grolloo,Drenthe,Scha(a)p(en),5,,,18,23,wolf,onbekend,Nee,, € -   
3-12-23,De Hoeve,Fryslân,Scha(a)p(en),4,,,,4,wolf,GW3152m,Nee,, € -   
3-12-23,Heijningen,Noord-Brabant,Scha(a)p(en),1,,,,1,wolf,GW3645m,Nee,, € -   
3-12-23,Sint-Maartensdijk,Zeeland,Scha(a)p(en),1,,,,1,wolf,GW3645m,Nee,, € -   
2-12-23,Heijningen,Noord-Brabant,Scha(a)p(en),2,1,,,2,wolf,GW3645m,Nee,, € -   
