Datum melding,Locatie aanval,Provincie,Prooidier,Dood,Gewond,Vermist,Geeuthanaseerd,Totaal aantal dode slachtoffers,Diersoort,Individu,Voldoet aan adviesnorm,Eventuele gebreken, Bedrag uitbetaling ,latitude,longitude,year_month
2024-03-07,Beilen,Drenthe,Scha(a)p(en),2.0,1.0,,,2,wolf,GW3813m,"Ja, maar","Eén paal was afgebroken, waardoor de onderste draad te hoog was", € -   ,52.8610999,6.5124319,2024-03
2024-03-07,Dwingeloo,Drenthe,Scha(a)p(en),5.0,,,8.0,13,wolf,GW3690m; GW3812m,Nee,, € -   ,52.8333073,6.3669053,2024-03
2024-03-07,Oldeberkoop,Fryslân,Scha(a)p(en),12.0,,,7.0,19,wolf,GW2090f; gemixt profiel,Nee,, € -   ,52.9384572,6.1301707,2024-03
2024-03-07,Oudehorne,Fryslân,Scha(a)p(en),3.0,,,3.0,6,wolf,GW3882m; GW4009m; gemixt profiel,Nee,, € -   ,52.9638473,6.0848079,2024-03
2024-03-06,Dwingeloo,Drenthe,Scha(a)p(en),4.0,7.0,,,4,wolf,GW3812m; GW3813m,Nee,, € -   ,52.8333073,6.3669053,2024-03
2024-03-05,Dwingeloo,Drenthe,Scha(a)p(en),5.0,9.0,,,5,wolf,GW3690m; GW3813m,Nee,, € -   ,52.8333073,6.3669053,2024-03
2024-03-04,Putten,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW4004f,Nee,, € -   ,52.24773005,5.57827393798401,2024-03
2024-03-04,Lunteren,Gelderland,Geit(en),1.0,,,,1,wolf,GW3692m,Nee,, € -   ,52.0864617,5.6190737,2024-03
2024-03-03,Nunspeet,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3694f,Nee,, € -   ,52.3372909,5.795636429005031,2024-03
2024-03-03,Nunspeet,Gelderland,Scha(a)p(en),7.0,,,2.0,9,wolf,onbekend,Nee,, € -   ,52.3372909,5.795636429005031,2024-03
2024-03-02,Beilen,Drenthe,Scha(a)p(en),1.0,3.0,,2.0,3,wolf,GW3813m,Nee,, € -   ,52.8610999,6.5124319,2024-03
2024-03-02,Garderen,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW4004f?,Nee,, € -   ,52.2331839,5.714073,2024-03
2024-03-01,Dwingeloo,Drenthe,Scha(a)p(en),9.0,8.0,,,9,wolf,GW3690m; GW3813m; gemixt profiel,Nee,, € -   ,52.8333073,6.3669053,2024-03
2024-03-01,Dwingeloo,Drenthe,Scha(a)p(en),3.0,6.0,,2.0,5,wolf,GW3812m; gemixt profiel,Nee,, € -   ,52.8333073,6.3669053,2024-03
2024-03-01,Dwingeloo,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3812m,Ja,, € -   ,52.8333073,6.3669053,2024-03
2024-02-29,Nunspeet,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,onbekend,Nee,, € -   ,52.3372909,5.795636429005031,2024-02
2024-02-28,Doornspijk,Gelderland,Scha(a)p(en),3.0,1.0,,,3,wolf,GW3694f?,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-27,Papenvoort,Drenthe,Scha(a)p(en),4.0,,3.0,3.0,7,wolf,GW3874m,Nee,, € -   ,52.95081775,6.71187646605885,2024-02
2024-02-26,Emst,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,52.3182269,5.9759134,2024-02
2024-02-25,Oosterwolde,Fryslân,Scha(a)p(en),1.0,,4.0,1.0,2,wolf,GW3690m,Nee,, € -   ,52.9892251,6.2908202,2024-02
2024-02-25,Wolfheze,Gelderland,Scha(a)p(en),22.0,4.0,,,22,wolf,GW2435m; gemixt profiel,Nee,, € -   ,52.0056717,5.7923944,2024-02
2024-02-24,Vinkega,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,52.8719582,6.1137183,2024-02
2024-02-24,Grolloo,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3874m,Nee,, € -   ,52.936205,6.6727367,2024-02
2024-02-24,Noordwolde,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3813m,Nee,, € -   ,52.8909993,6.1391286,2024-02
2024-02-24,Oosterwolde,Fryslân,Scha(a)p(en),3.0,,,,3,wolf,GW3690m,Nee,, € -   ,52.9892251,6.2908202,2024-02
2024-02-24,Noordwolde,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3813m,Nee,, € -   ,52.8909993,6.1391286,2024-02
2024-02-23,Paterswolde,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3812m,Nee,, € -   ,53.1464087,6.5665071,2024-02
2024-02-23,t Harde,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Nee,, € -   ,52.4091474,5.8930152,2024-02
2024-02-23,Emst,Gelderland,Scha(a)p(en),3.0,4.0,,,3,wolf,GW4077f,Nee,, € -   ,52.3182269,5.9759134,2024-02
2024-02-22,Emst,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,onbekend,Nee,, € -   ,52.3182269,5.9759134,2024-02
2024-02-22,Roden,Drenthe,Scha(a)p(en),4.0,1.0,,1.0,5,wolf,GW3815f,Nee,, € -   ,49.8957909,9.6264933,2024-02
2024-02-22,De Heurne,Gelderland,Scha(a)p(en),,1.0,,,0,wolf,GW3155m,Nee,, € -   ,51.8895744,6.4913731,2024-02
2024-02-22,De Heurne,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m,Nee,, € -   ,51.8895744,6.4913731,2024-02
2024-02-21,Grolloo,Drenthe,Scha(a)p(en),2.0,,,,2,wolf,GW3874m,Nee,, € -   ,52.936205,6.6727367,2024-02
2024-02-21,t Harde,Gelderland,Scha(a)p(en),1.0,,,1.0,2,vermoedelijk wolf,onbekend,Nee,, € -   ,52.4091474,5.8930152,2024-02
2024-02-21,Vinkega,Fryslân,Scha(a)p(en),2.0,,,,2,wolf,GW3815f,Nee,, € -   ,52.8719582,6.1137183,2024-02
2024-02-21,Vaassen,Gelderland,Scha(a)p(en),1.0,,,1.0,2,wolf,GW4077f,Nee,, € -   ,52.2901716,5.9686728,2024-02
2024-02-21,Doornspijk,Gelderland,Scha(a)p(en),1.0,,1.0,,1,wolf,GW3694f,Ja,, € -   ,52.4194984,5.8208683,2024-02
2024-02-21,Emst,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW4077f,Nee,, € -   ,52.3182269,5.9759134,2024-02
2024-02-21,Nijkerk,Gelderland,Scha(a)p(en),3.0,1.0,1.0,,3,wolf,onbekend,Nee,, € -   ,52.21485365,5.478146323965094,2024-02
2024-02-21,Elburg,Gelderland,Scha(a)p(en),3.0,3.0,,,3,wolf,GW3694f,Nee,, € -   ,52.41565915,5.841321708557087,2024-02
2024-02-21,Haulerwijk,Fryslân,Scha(a)p(en),1.0,5.0,,,1,wolf,GW3812m,Nee,, € -   ,53.065367,6.3310325,2024-02
2024-02-21,Elspeet,Gelderland,Scha(a)p(en),2.0,1.0,,7.0,9,wolf,GW4004f,"Ja, maar",niet overal hoogste draad op 120 centimeter, € -   ,52.2910649,5.7884632,2024-02
2024-02-21,Nijkerk,Gelderland,Scha(a)p(en),1.0,,,1.0,2,wolf,GW3425m?,Nee,, € -   ,52.21485365,5.478146323965094,2024-02
2024-02-20,Steggerda,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3815f,Nee,, € -   ,52.857337,6.0753721,2024-02
2024-02-20,Fochteloo,Fryslân,Scha(a)p(en),1.0,,,3.0,4,wolf,onbekend,Nee,, € -   ,52.993346,6.3346246,2024-02
2024-02-18,Uddel,Gelderland,Scha(a)p(en),2.0,,,1.0,3,wolf,onbekend,Nee,, € -   ,52.2593938,5.7840992,2024-02
2024-02-18,Nunspeet,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Nee,, € -   ,52.3372909,5.795636429005031,2024-02
2024-02-18,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-17,Oldeberkoop,Fryslân,Scha(a)p(en),11.0,,,,11,wolf,GW4009m; gemixt profiel,Nee,, € -   ,52.9384572,6.1301707,2024-02
2024-02-17,Elst,Gelderland,Scha(a)p(en),3.0,1.0,,,3,wolf,GW2398m,Nee,, € -   ,51.9187914,5.8452555,2024-02
2024-02-17,Nijkerk,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3425m,Nee,, € -   ,52.21485365,5.478146323965094,2024-02
2024-02-16,Elst,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW2398m,Nee,, € -   ,51.9187914,5.8452555,2024-02
2024-02-16,Vorchten,Gelderland,Geit(en),1.0,,,,1,wolf,GW3694f,Nee,, € -   ,52.398483,6.106708,2024-02
2024-02-16,Oudehorne,Fryslân,Scha(a)p(en),2.0,,2.0,,2,wolf,GW2090f; GW4009m,Nee,, € -   ,52.9638473,6.0848079,2024-02
2024-02-16,Westdorp,Drenthe,Scha(a)p(en),4.0,1.0,14.0,,4,wolf,GW3874m,Nee,, € -   ,52.9057371,6.757250689703069,2024-02
2024-02-16,Otterlo,Gelderland,Scha(a)p(en),7.0,3.0,,,7,wolf,GW2435m; GW3012f,Nee,, € -   ,52.1015221,5.7720779,2024-02
2024-02-16,Oudehorne,Fryslân,Scha(a)p(en),6.0,2.0,,,6,wolf,GW2090f; GW2397m?; GW4009m; gemixt profiel,Nee,, € -   ,52.9638473,6.0848079,2024-02
2024-02-15,Fochteloo,Fryslân,Scha(a)p(en),5.0,4.0,,,5,wolf,onbekend,Nee,, € -   ,52.993346,6.3346246,2024-02
2024-02-14,Nijkerk,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,52.21485365,5.478146323965094,2024-02
2024-02-14,Appelscha,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3882m,Ja,, € -   ,52.9524178,6.3441136,2024-02
2024-02-13,Stroe,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m?,Nee,, € -   ,52.1862447,5.6920842,2024-02
2024-02-13,Lunteren,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3155m,Nee,, € -   ,52.0864617,5.6190737,2024-02
2024-02-13,Appelscha,Fryslân,Scha(a)p(en),2.0,,,4.0,6,wolf,GW3812m,Nee,, € -   ,52.9524178,6.3441136,2024-02
2024-02-13,Garderen,Gelderland,Scha(a)p(en),,,,3.0,3,wolf,GW4004f,Nee,, € -   ,52.2331839,5.714073,2024-02
2024-02-12,Doornspijk,Gelderland,Scha(a)p(en),2.0,1.0,,,2,wolf,onbekend,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-12,Kootwijkerbroek,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m,Nee,, € -   ,52.1513512,5.6631504,2024-02
2024-02-12,Putten,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3425m,Nee,, € -   ,52.24773005,5.57827393798401,2024-02
2024-02-12,Garderen,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW4004f?,Nee,, € -   ,52.2331839,5.714073,2024-02
2024-02-12,Harskamp,Gelderland,Scha(a)p(en),,2.0,,,0,wolf,onbekend,Nee,, € -   ,52.1316634,5.75085,2024-02
2024-02-12,Elburg,Gelderland,Scha(a)p(en),6.0,,,,6,wolf,onbekend,Nee,, € -   ,52.41565915,5.841321708557087,2024-02
2024-02-12,Wekerom,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,onbekend,Nee,, € -   ,52.1118306,5.7157689,2024-02
2024-02-11,Appelscha,Fryslân,Scha(a)p(en),2.0,,,,2,wolf,GW3812m,Nee,,€ 511.83,52.9524178,6.3441136,2024-02
2024-02-11,Putten,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,GW3425m,Nee,, € -   ,52.24773005,5.57827393798401,2024-02
2024-02-11,Appelscha,Fryslân,Scha(a)p(en),1.0,,3.0,1.0,2,wolf,GW3690m; GW3812m,Nee,, € -   ,52.9524178,6.3441136,2024-02
2024-02-11,Elsloo,Fryslân,Scha(a)p(en),,,,1.0,1,wolf,GW3882m,Nee,,€ 568.72,50.9503183,5.7711166,2024-02
2024-02-10,Westdorp,Drenthe,Scha(a)p(en),8.0,,3.0,3.0,11,wolf,GW3874m,Nee,, € -   ,52.9057371,6.757250689703069,2024-02
2024-02-09,Kootwijkerbroek,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m?,Nee,, € -   ,52.1513512,5.6631504,2024-02
2024-02-09,Lunteren,Gelderland,Scha(a)p(en),6.0,3.0,,1.0,7,wolf,GW3155m,Nee,, € -   ,52.0864617,5.6190737,2024-02
2024-02-09,Makkinga,Fryslân,Scha(a)p(en),6.0,,,4.0,10,wolf,gemixt profiel,Nee,, € -   ,52.9805873,6.2173595,2024-02
2024-02-09,Lunteren,Gelderland,Scha(a)p(en),4.0,8.0,,,4,wolf,GW3155m,Nee,, € -   ,52.0864617,5.6190737,2024-02
2024-02-09,Stroe,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3155m,Nee,,€ 347.26,52.1862447,5.6920842,2024-02
2024-02-09,Elsloo,Fryslân,Scha(a)p(en),3.0,,,,3,wolf,GW3882m,Nee,, € -   ,50.9503183,5.7711166,2024-02
2024-02-09,Kootwijkerbroek,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m,Nee,, € -   ,52.1513512,5.6631504,2024-02
2024-02-08,Otterlo,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,gemixt profiel,Nee,, € -   ,52.1015221,5.7720779,2024-02
2024-02-08,Nunspeet,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Ja,, € -   ,52.3372909,5.795636429005031,2024-02
2024-02-07,Doornspijk,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-07,Wolfheze,Gelderland,Rund(eren),,1.0,,,0,wolf,gemixt profiel,Nee,, € -   ,52.0056717,5.7923944,2024-02
2024-02-07,Haulerwijk,Fryslân,Scha(a)p(en),,,,2.0,2,wolf,GW3813m; GW4009m,Nee,,€ 672.58,53.065367,6.3310325,2024-02
2024-02-07,Ermelo,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW4004f,Nee,, € -   ,52.2858356,5.654938589920705,2024-02
2024-02-07,Putten,Gelderland,Scha(a)p(en),4.0,,,,4,wolf,GW3425m; GW3816f,Nee,, € -   ,52.24773005,5.57827393798401,2024-02
2024-02-07,Haulerwijk,Fryslân,Scha(a)p(en),,,5.0,3.0,3,wolf,onbekend,Nee,,"€ 2,257.31",53.065367,6.3310325,2024-02
2024-02-07,Haule,Fryslân,Scha(a)p(en),2.0,,,,2,wolf,onbekend,Nee,, € -   ,53.0366149,6.3063466,2024-02
2024-02-07,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-07,Haulerwijk,Fryslân,Scha(a)p(en),3.0,1.0,,3.0,6,wolf,GW3812m,Nee,,"€ 2,137.76",53.065367,6.3310325,2024-02
2024-02-06,Renswoude,Utrecht,Paard(en),,2.0,,,0,vermoedelijk wolf,onbekend,Nee,, € -   ,52.073995,5.5393463,2024-02
2024-02-06,Kootwijkerbroek,Gelderland,Scha(a)p(en),4.0,,,,4,wolf,GW2540f,Nee,, € -   ,52.1513512,5.6631504,2024-02
2024-02-06,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,1.0,2,wolf,nog in analyse,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-06,Ermelo,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m,Nee,, € -   ,52.2858356,5.654938589920705,2024-02
2024-02-05,Ermelo,Gelderland,Scha(a)p(en),,2.0,,,0,wolf,onbekend,Nee,, € -   ,52.2858356,5.654938589920705,2024-02
2024-02-05,Ermelo,Gelderland,Scha(a)p(en),12.0,,3.0,1.0,13,wolf,GW3155m,Nee,,,52.2858356,5.654938589920705,2024-02
2024-02-05,Ermelo,Gelderland,Scha(a)p(en),8.0,2.0,3.0,,8,wolf,GW3155m,Nee,, € -   ,52.2858356,5.654938589920705,2024-02
2024-02-05,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-05,Doorn,Utrecht,Scha(a)p(en),2.0,,,1.0,3,wolf,GW4076f,Nee,, € -   ,52.0333163,5.3455956,2024-02
2024-02-04,Wapse,Drenthe,Scha(a)p(en),1.0,,,1.0,2,wolf,GW3812m,Ja,, € -   ,52.8592652,6.2669921,2024-02
2024-02-04,Putten,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3816f,Nee,, € -   ,52.24773005,5.57827393798401,2024-02
2024-02-04,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-03,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,,Nee,, € -   ,52.4194984,5.8208683,2024-02
2024-02-03,Harskamp,Gelderland,Scha(a)p(en),1.0,2.0,,,1,wolf,GW3155m,Nee,, € -   ,52.1316634,5.75085,2024-02
2024-02-03,Nunspeet,Gelderland,Scha(a)p(en),2.0,7.0,4.0,2.0,4,wolf,GW3694f,,, € -   ,52.3372909,5.795636429005031,2024-02
2024-02-03,Vinkega,Fryslân,Scha(a)p(en),1.0,,,1.0,2,wolf,GW3813m,Nee,, € -   ,52.8719582,6.1137183,2024-02
2024-02-03,Waspersveen,Drenthe,Scha(a)p(en),3.0,,2.0,2.0,5,wolf,GW4077f,Nee,, € -   ,,,2024-02
2024-02-01,Steggerda,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,52.857337,6.0753721,2024-02
2024-02-01,Oosterwolde,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,52.9892251,6.2908202,2024-02
2024-02-01,Kootwijkerbroek,Gelderland,Scha(a)p(en),,1.0,2.0,,0,wolf,onbekend,Nee,, € -   ,52.1513512,5.6631504,2024-02
2024-02-01,Oudehorne,Fryslân,Scha(a)p(en); Minipaard,2.0,,,,2,wolf,gemixt profiel,Nee,, € -   ,52.9638473,6.0848079,2024-02
2024-02-01,Elsloo,Fryslân,Scha(a)p(en),4.0,1.0,,,4,wolf,GW3882m,Nee,,€ 912.74,50.9503183,5.7711166,2024-02
2024-02-01,Jubbega,Fryslân,Scha(a)p(en),3.0,2.0,,3.0,6,wolf,GW3813m,Nee,, € -   ,53.0033704,6.1220155,2024-02
2024-01-31,Eeserveen,Drenthe,Scha(a)p(en),4.0,,,,4,wolf,GW3881m,Nee,, € -   ,52.8766648,6.784304473347159,2024-01
2024-01-31,Nijeberkoop,Fryslân,Scha(a)p(en),3.0,3.0,,2.0,5,wolf,gemixt profiel,Nee,, € -   ,52.9588643,6.1904235,2024-01
2024-01-31,Ede,Gelderland,Scha(a)p(en),,1.0,,,0,wolf,GW3155m,Nee,, € -   ,52.07168255,5.745510631034939,2024-01
2024-01-31,Oldebroek,Gelderland,Scha(a)p(en),1.0,3.0,,,1,wolf,GW3694f,Nee,, € -   ,52.45673635,5.951864370961877,2024-01
2024-01-31,Otterlo,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,GW2435m,Nee,, € -   ,52.1015221,5.7720779,2024-01
2024-01-31,Kootwijkerbroek,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW2540f,Nee,,,52.1513512,5.6631504,2024-01
2024-01-30,Harskamp,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,GW3155m,Nee,, € -   ,52.1316634,5.75085,2024-01
2024-01-30,Steggerda,Fryslân,Scha(a)p(en),2.0,,,1.0,3,wolf,GW3815f,Nee,, € -   ,52.857337,6.0753721,2024-01
2024-01-29,Doldersum,Drenthe,Scha(a)p(en),1.0,3.0,,,1,wolf,GW3689m,Ja,, € -   ,52.8853046,6.2459153,2024-01
2024-01-29,Leersum,Utrecht,Scha(a)p(en),3.0,,,,3,wolf,GW4076f,Nee,, € -   ,52.0102642,5.4332757,2024-01
2024-01-29,De Hoeve,Fryslân,Scha(a)p(en),2.0,,,8.0,10,wolf,GW4009m; gemixt profiel,Nee,, € -   ,52.88651,6.0879439,2024-01
2024-01-28,Sleen,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3152m,Nee,, € -   ,52.772368,6.8031287,2024-01
2024-01-28,Harskamp,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,onbekend,Nee,, € -   ,52.1316634,5.75085,2024-01
2024-01-28,Dwingeloo,Drenthe,Scha(a)p(en),3.0,3.0,,3.0,6,wolf,GW3690m; GW3813m,Nee,, € -   ,52.8333073,6.3669053,2024-01
2024-01-28,Drijber,Drenthe,Scha(a)p(en),4.0,1.0,,,4,vermoedelijk wolf,onbekend,Nee,, € -   ,52.7920296,6.5401445,2024-01
2024-01-27,Doornspijk,Gelderland,Scha(a)p(en),4.0,,,,4,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-01
2024-01-27,Kootwijkerbroek,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW2540f,Nee,, € -   ,52.1513512,5.6631504,2024-01
2024-01-27,Appelscha,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3882m,Ja,, € -   ,52.9524178,6.3441136,2024-01
2024-01-26,Wapserveen,Drenthe,Scha(a)p(en),2.0,,,,2,vermoedelijk wolf,onbekend,Ja,, € -   ,52.8252174,6.2158906,2024-01
2024-01-26,Eeserveen,Drenthe,Scha(a)p(en),6.0,,,1.0,7,wolf,GW3881m,Nee,, € -   ,52.8766648,6.784304473347159,2024-01
2024-01-26,Diever,Drenthe,Scha(a)p(en),6.0,,,4.0,10,wolf,GW3812m; GW3813m,Ja,, € -   ,52.8546576,6.3182659,2024-01
2024-01-26,Harskamp,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3155m,Nee,, € -   ,52.1316634,5.75085,2024-01
2024-01-25,Otterlo,Gelderland,Scha(a)p(en),5.0,1.0,,,5,wolf,GW2435m; GW3012f,Nee,,"€ 1,328.33",52.1015221,5.7720779,2024-01
2024-01-25,Nijensleek,Drenthe,Scha(a)p(en),11.0,12.0,,,11,wolf,GW3812m; gemixt profiel,Nee,, € -   ,52.8369612,6.1671817,2024-01
2024-01-24,Doornspijk,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-01
2024-01-24,Ravenswoud,Fryslân,Scha(a)p(en),5.0,8.0,6.0,,5,wolf,GW3812m,Nee,, € -   ,52.9645683,6.3799002,2024-01
2024-01-23,Putten,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m,Nee,, € -   ,52.24773005,5.57827393798401,2024-01
2024-01-23,Elsloo,Fryslân,Scha(a)p(en),3.0,,,,3,wolf,GW3882m,Nee,, € -   ,50.9503183,5.7711166,2024-01
2024-01-23,Doornspijk,Gelderland,Scha(a)p(en),,2.0,,,0,wolf,GW3694f,,, € -   ,52.4194984,5.8208683,2024-01
2024-01-23,Jubbega,Fryslân,Scha(a)p(en),6.0,5.0,25.0,,6,wolf,GW2090f,Nee,, € -   ,53.0033704,6.1220155,2024-01
2024-01-22,t Harde,Gelderland,Scha(a)p(en),1.0,4.0,,,1,wolf,GW3694f,Nee,, € -   ,52.4091474,5.8930152,2024-01
2024-01-22,t Harde,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3694f,Nee,,€ 629.12,52.4091474,5.8930152,2024-01
2024-01-22,Putten,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,GW3425m,Nee,, € -   ,52.24773005,5.57827393798401,2024-01
2024-01-22,Steggerda,Fryslân,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,,Nee,, € -   ,52.857337,6.0753721,2024-01
2024-01-22,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-01
2024-01-20,Vledderveen,Drenthe,Scha(a)p(en),2.0,7.0,,2.0,4,wolf,GW3813m; gemixt profiel,"Ja, maar",raster was kapot, € -   ,52.8768553,6.1880842,2024-01
2024-01-20,Kootwijkerbroek,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW2540f,Nee,, € -   ,52.1513512,5.6631504,2024-01
2024-01-20,Otterlo,Gelderland,Scha(a)p(en),11.0,2.0,,2.0,13,wolf,gemixt profiel,Nee,, € -   ,52.1015221,5.7720779,2024-01
2024-01-19,Eeserveen,Drenthe,Scha(a)p(en),6.0,3.0,,,6,wolf,GW4075f,Nee,, € -   ,52.8766648,6.784304473347159,2024-01
2024-01-19,Zuidvelde,Drenthe,Scha(a)p(en),8.0,,1.0,,8,wolf,GW2397m; gemixt profiel,Nee,, € -   ,53.0446319,6.458122,2024-01
2024-01-19,Elsloo,Fryslân,Scha(a)p(en),2.0,,,,2,wolf,onbekend,Nee,, € -   ,50.9503183,5.7711166,2024-01
2024-01-18,Sleen,Drenthe,Scha(a)p(en),2.0,1.0,1.0,1.0,3,wolf,GW3152m?,Nee,, € -   ,52.772368,6.8031287,2024-01
2024-01-18,Uddel,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,GW4004f?,Nee,, € -   ,52.2593938,5.7840992,2024-01
2024-01-17,Vinkega,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,52.8719582,6.1137183,2024-01
2024-01-17,Wapse,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Ja,, € -   ,52.8592652,6.2669921,2024-01
2024-01-16,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   ,52.4194984,5.8208683,2024-01
2024-01-16,Nijensleek,Drenthe,Scha(a)p(en),7.0,,,1.0,8,wolf,gemixt profiel,Nee,, € -   ,52.8369612,6.1671817,2024-01
2024-01-16,Wapse,Drenthe,Scha(a)p(en),1.0,10.0,,,1,wolf,GW3689m,Ja,, € -   ,52.8592652,6.2669921,2024-01
2024-01-15,Harskamp,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,onbekend,Nee,, € -   ,52.1316634,5.75085,2024-01
2024-01-15,Nijeberkoop,Fryslân,Scha(a)p(en),1.0,,,1.0,2,wolf,GW3882m,Nee,, € -   ,52.9588643,6.1904235,2024-01
2024-01-15,Vledderveen,Drenthe,Scha(a)p(en),4.0,5.0,,1.0,5,wolf,GW3813m; gemixt profiel,"Ja, maar",op één plek onderste draad op 27 cm, € -   ,52.8768553,6.1880842,2024-01
2024-01-15,Doornspijk,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-01
2024-01-14,Steggerda,Fryslân,Scha(a)p(en),,1.0,,,0,wolf,onbekend,Nee,, € -   ,52.857337,6.0753721,2024-01
2024-01-14,Doornspijk,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3694f,Nee,, € -   ,52.4194984,5.8208683,2024-01
2024-01-14,Lunteren,Gelderland,Scha(a)p(en),9.0,,,,9,wolf,onbekend,Nee,, € -   ,52.0864617,5.6190737,2024-01
2024-01-14,Vinkega,Fryslân,Scha(a)p(en),,1.0,,,0,wolf,GW3815f,Nee,, € -   ,52.8719582,6.1137183,2024-01
2024-01-14,Amen,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3881m,Nee,, € -   ,52.93331795,6.598514489095756,2024-01
