Datum melding,Locatie aanval,Provincie,Prooidier,Dood,Gewond,Vermist,Geeuthanaseerd,Totaal aantal dode slachtoffers,Diersoort,Individu,Voldoet aan adviesnorm,Eventuele gebreken, Bedrag uitbetaling ,latitude,longitude,year_month
2024-01-14,Vinkega,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3815f,Nee,, € -   ,52.8719582,6.1137183,2024-01
2024-01-14,Zuidvelde,Drenthe,Scha(a)p(en),1.0,5.0,2.0,1.0,2,wolf,GW3152m,Nee,, € -   ,53.0446319,6.458122,2024-01
2024-01-14,Elsloo,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,gemixt profiel,Nee,, € -   ,50.9503183,5.7711166,2024-01
2024-01-13,Makkinga,Fryslân,Scha(a)p(en),9.0,,,,9,wolf,GW4009m,Nee,, € -   ,52.9805873,6.2173595,2024-01
2024-01-13,Kallenkote,Overijssel,Scha(a)p(en),3.0,0.0,0.0,5.0,8,wolf,gemixt profiel,Nee,, € -   ,52.7965731,6.1740658,2024-01
2024-01-12,Makkinga,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3690m,Nee,, € -   ,52.9805873,6.2173595,2024-01
2024-01-12,De Glind,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3155m,Nee,, € -   ,52.1197382,5.5064387,2024-01
2024-01-12,Maarsbergen,Utrecht,Scha(a)p(en),2.0,,,,2,wolf,GW3155m,Nee,, € -   ,52.057368,5.4034953,2024-01
2024-01-12,De Glind,Gelderland,Scha(a)p(en),3.0,1.0,,1.0,4,wolf,GW3155m,Nee,, € -   ,52.1197382,5.5064387,2024-01
2024-01-12,De Glind,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3155m,Nee,, € -   ,52.1197382,5.5064387,2024-01
2024-01-11,Zwartebroek,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3816f?,Nee,, € -   ,52.1789369,5.5038312,2024-01
2024-01-11,Westdorp,Drenthe,Scha(a)p(en),6.0,8.0,,,6,wolf,GW3011f; GW3881m; gemixt profiel,Nee,, € -   ,52.9057371,6.757250689703069,2024-01
2024-01-11,Wehl,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW2398m,Nee,, € -   ,51.9571754,6.2137189,2024-01
2024-01-10,Scherpenzeel,Gelderland,Scha(a)p(en),4.0,,,,4,wolf,GW3155m,Nee,, € -   ,52.0795901,5.4904134,2024-01
2024-01-10,Nijkerk,Gelderland,Scha(a)p(en),4.0,3.0,,3.0,7,wolf,GW3425m,Nee,, € -   ,52.21485365,5.478146323965094,2024-01
2024-01-09,Hoornsterzwaag,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3815f,Nee,, € -   ,52.9978563,6.1700503,2024-01
2024-01-09,Nijkerk,Gelderland,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   ,52.21485365,5.478146323965094,2024-01
2024-01-09,Wolfheze,Gelderland,Rund(eren),1.0,,,,1,wolf,GW2435m; gemixt profiel,Nee,, € -   ,52.0056717,5.7923944,2024-01
2024-01-09,Makkinga,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3815f,Ja,,€ 270.03,52.9805873,6.2173595,2024-01
2024-01-09,Laag-Keppel,Gelderland,Scha(a)p(en),2.0,1.0,1.0,,2,wolf,GW2398m,Nee,,€ 691.83,51.9969245,6.2220115,2024-01
2024-01-08,Hoornsterzwaag,Fryslân,Scha(a)p(en),6.0,1.0,,,6,wolf,GW3815f,Nee,, € -   ,52.9978563,6.1700503,2024-01
2024-01-08,Wehl,Gelderland,Scha(a)p(en),5.0,,,,5,wolf,GW2398m,Nee,, € -   ,51.9571754,6.2137189,2024-01
2024-01-07,Jubbega,Fryslân,Scha(a)p(en),2.0,1.0,,,2,wolf,onbekend,Nee,, € -   ,53.0033704,6.1220155,2024-01
2024-01-07,Makkinga,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW2090f,Nee,,€ 210.03,52.9805873,6.2173595,2024-01
2024-01-07,Westdorp,Drenthe,Scha(a)p(en),2.0,1.0,,1.0,3,wolf,gemixt profiel,Nee,,€ 826.62,52.9057371,6.757250689703069,2024-01
2024-01-07,Wehl,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW2398m,Nee,,€ 210.03,51.9571754,6.2137189,2024-01
2024-01-06,Nijkerk,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3425m,Nee,,€ 608.34,52.21485365,5.478146323965094,2024-01
2024-01-06,Odoorn,Drenthe,Scha(a)p(en),6.0,1.0,,2.0,8,wolf,GW3011f; GW3250m,Nee,, € -   ,52.8516104,6.84635,2024-01
2024-01-06,Wehl,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW2398m,Nee,,€ 391.83,51.9571754,6.2137189,2024-01
2024-01-06,Grolloo,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3881m?; gemixt profiel,Nee,,€ 230.03,52.936205,6.6727367,2024-01
2024-01-05,Nijeveen,Drenthe,Scha(a)p(en),1.0,2.0,,1.0,2,wolf,GW3152m,Nee,,"€ 1,241.21",52.7335989,6.1685657,2024-01
2024-01-04,Jubbega,Fryslân,Scha(a)p(en),,,,,0,wolf,GW3815f,Nee,, € -   ,53.0033704,6.1220155,2024-01
2024-01-04,Grolloo,Drenthe,Scha(a)p(en),2.0,,,,2,wolf,GW3881m,Nee,,€ 411.83,52.936205,6.6727367,2024-01
2024-01-04,Makkinga,Fryslân,Scha(a)p(en),5.0,2.0,,,5,wolf,gemixt profiel,Nee,,"€ 2,126.82",52.9805873,6.2173595,2024-01
2024-01-04,Putten,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,onbekend,Nee,,€ 540.92,52.24773005,5.57827393798401,2024-01
2024-01-04,Oosterwolde,Fryslân,Scha(a)p(en),2.0,,,,2,wolf,onbekend,Nee,,€ 451.83,52.9892251,6.2908202,2024-01
2024-01-04,Grolloo,Drenthe,Scha(a)p(en),2.0,,,,2,wolf,GW3881m,Nee,,€ 557.89,52.936205,6.6727367,2024-01
2024-01-04,Oosterwolde,Fryslân,Scha(a)p(en),9.0,,,,9,wolf,GW3812m; gemixt profiel,Nee,,"€ 5,198.23",52.9892251,6.2908202,2024-01
2024-01-03,Nijensleek,Drenthe,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 270.03,52.8369612,6.1671817,2024-01
2024-01-03,Doornspijk,Gelderland,Scha(a)p(en),1.0,,,1.0,2,wolf,GW3694f?,Nee,,€ 638.95,52.4194984,5.8208683,2024-01
2024-01-02,Grolloo,Drenthe,Scha(a)p(en),1.0,,2.0,,1,wolf,GW3881m,Nee,,€ 617.14,52.936205,6.6727367,2024-01
2024-01-02,Megchelen,Gelderland,Scha(a)p(en),6.0,,,,6,wolf,GW2398m,Nee,,"€ 1,478.41",51.8382457,6.3921648,2024-01
2023-12-31,Orvelte,Drenthe,Scha(a)p(en),3.0,,,2.0,5,wolf,onbekend,Nee,, € -   ,52.8431902,6.6588981,2023-12
2023-12-31,Beilen,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3152m,Nee,,€ 450.03,52.8610999,6.5124319,2023-12
2023-12-31,Grolloo,Drenthe,Scha(a)p(en),3.0,,,,3,wolf,gemixt profiel,Nee,,€ 911.89,52.936205,6.6727367,2023-12
2023-12-31,Eursinge,Drenthe,Scha(a)p(en),3.0,3.0,,,3,wolf,onbekend,Nee,,"€ 1,338.55",52.84172825,6.589986756064498,2023-12
2023-12-31,Vledder,Drenthe,Scha(a)p(en),2.0,,,,2,wolf,GW3812m,Nee,,€ 539.06,52.8574791,6.2101824,2023-12
2023-12-30,Makkinga,Fryslân,Scha(a)p(en),2.0,,,,2,wolf,onbekend,Nee,,€ 361.83,52.9805873,6.2173595,2023-12
2023-12-30,Jubbega,Fryslân,Scha(a)p(en),2.0,1.0,,,2,wolf,GW3815f,Nee,,"€ 1,001.83",53.0033704,6.1220155,2023-12
2023-12-30,Oldeberkoop,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3815f,Nee,, € -   ,52.9384572,6.1301707,2023-12
2023-12-29,Dwingeloo,Drenthe,Scha(a)p(en),5.0,,,7.0,12,wolf,GW3813m?,Nee,,"€ 3,172.47",52.8333073,6.3669053,2023-12
2023-12-29,Langedijke,Fryslân,Scha(a)p(en),1.0,2.0,,,1,wolf,onbekend,Nee,,€ 420.06,52.9637274,6.2793695,2023-12
2023-12-28,Oldeberkoop,Fryslân,Scha(a)p(en),1.0,2.0,,,1,wolf,onbekend,Nee,,€ 220.03,52.9384572,6.1301707,2023-12
2023-12-28,De Hoeve,Fryslân,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 185.03,52.88651,6.0879439,2023-12
2023-12-28,Wapenveld,Gelderland,Scha(a)p(en),3.0,,,,3,wolf,GW3694f,Nee,, € -   ,52.4314896,6.072898,2023-12
2023-12-28,Vorchten,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3694f,Nee,,€ 511.83,52.398483,6.106708,2023-12
2023-12-28,Grolloo,Drenthe,Scha(a)p(en),2.0,,1.0,,2,wolf,GW3881m,Nee,,€ 496.83,52.936205,6.6727367,2023-12
2023-12-27,Westdorp,Drenthe,Scha(a)p(en),12.0,,,8.0,20,wolf,GW3881m; gemixt profiel,Nee,,"€ 4,467.86",52.9057371,6.757250689703069,2023-12
2023-12-27,Nijeveen,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3152m,Nee,, € -   ,52.7335989,6.1685657,2023-12
2023-12-25,Otterlo,Gelderland,Scha(a)p(en),5.0,,,,5,wolf,GW2435m?,Nee,,"€ 1,237.23",52.1015221,5.7720779,2023-12
2023-12-25,Hattem,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,,€ 212.74,52.4767117,6.061913261141655,2023-12
2023-12-25,De Hoeve,Fryslân,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3815f,Nee,,€ 549.25,52.88651,6.0879439,2023-12
2023-12-25,Hoenderloo,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,,€ 96.84,52.1141703,5.852781487264155,2023-12
2023-12-25,Langedijke,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3882m,Nee,,€ 210.03,52.9637274,6.2793695,2023-12
2023-12-25,Hoogersmilde,Drenthe,Scha(a)p(en); Geit(en); Minipaard(en),4.0,,,,4,wolf,GW2397m; GW3690m; GW3812m,Nee,,"€ 3,802.12",52.91299375,6.366868725936132,2023-12
2023-12-24,Leusden,Utrecht,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 220.03,52.130355,5.4286989,2023-12
2023-12-24,Makkinga,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,,€ 220.03,52.9805873,6.2173595,2023-12
2023-12-24,Vorchten,Gelderland,Scha(a)p(en),5.0,4.0,,2.0,7,wolf,GW3694f?,Nee,,"€ 2,224.97",52.398483,6.106708,2023-12
2023-12-24,Vorchten,Gelderland,Scha(a)p(en),1.0,,,1.0,2,wolf,GW3694f,Nee,,"€ 1,746.76",52.398483,6.106708,2023-12
2023-12-24,Veessen,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3694f,Nee,,€ 375.14,52.3772494,6.0889784,2023-12
2023-12-24,Langedijke,Fryslân,Scha(a)p(en),6.0,,,1.0,7,wolf,GW3690m; GW3882m,Nee,,"€ 1,829.35",52.9637274,6.2793695,2023-12
2023-12-22,Makkinga,Fryslân,Scha(a)p(en),1.0,,,5.0,6,wolf,GW3812m,Nee,, € -   ,52.9805873,6.2173595,2023-12
2023-12-22,Doldersum,Drenthe,Scha(a)p(en),2.0,1.0,,2.0,4,wolf,GW3815f,Ja,,"€ 1,254.68",52.8853046,6.2459153,2023-12
2023-12-22,Oldeberkoop,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3812m,Nee,,€ 401.83,52.9384572,6.1301707,2023-12
2023-12-21,Makkinga,Fryslân,Scha(a)p(en),2.0,2.0,,1.0,3,wolf,GW3690m,Nee,,€ 631.83,52.9805873,6.2173595,2023-12
2023-12-21,t Harde,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,,€ 230.03,52.4091474,5.8930152,2023-12
2023-12-21,Oldebroek,Gelderland,Scha(a)p(en),1.0,2.0,,2.0,3,wolf,onbekend,Nee,,"€ 1,452.26",52.45673635,5.951864370961877,2023-12
2023-12-21,Odoorn,Drenthe,Scha(a)p(en),5.0,,,,5,wolf,GW3011f; GW3250m,Nee,,"€ 1,537.23",52.8516104,6.84635,2023-12
2023-12-20,Makkinga,Fryslân,Scha(a)p(en),6.0,,,1.0,7,wolf,nog in analyse,Nee,,"€ 1,720.83",52.9805873,6.2173595,2023-12
2023-12-20,Putten,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3816f,Nee,, € -   ,52.24773005,5.57827393798401,2023-12
2023-12-19,Westdorp,Drenthe,Scha(a)p(en),8.0,1.0,,,8,wolf,GW3881m,Nee,,"€ 3,222.56",52.9057371,6.757250689703069,2023-12
2023-12-19,Voorthuizen,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,gemixt profiel,Nee,,€ 270.03,52.1871648,5.6071994,2023-12
2023-12-18,Wapserveen,Drenthe,Scha(a)p(en),3.0,,,,3,wolf,GW3152m,Nee,,"€ 4,306.31",52.8252174,6.2158906,2023-12
2023-12-18,Elburg,Gelderland,Scha(a)p(en),2.0,4.0,,2.0,4,wolf,GW3694f,Nee,,"€ 1,774.38",52.41565915,5.841321708557087,2023-12
2023-12-18,Beilen,Drenthe,Scha(a)p(en),2.0,1.0,,,2,wolf,GW3813m,Nee,,"€ 1,546.97",52.8610999,6.5124319,2023-12
2023-12-18,Dwingeloo,Drenthe,Scha(a)p(en),,1.0,,,0,wolf,GW3813m,Ja,,€ 245.38,52.8333073,6.3669053,2023-12
2023-12-18,Dwingeloo,Drenthe,Scha(a)p(en),4.0,11.0,,,4,wolf,gemixt profiel,"Ja, maar",boven sluis geen draad,"€ 1,995.44",52.8333073,6.3669053,2023-12
2023-12-18,Elburg,Gelderland,Scha(a)p(en),10.0,8.0,,,10,wolf,GW3694f,Nee,,"€ 4,797.80",52.41565915,5.841321708557087,2023-12
2023-12-17,Eesveen,Overijssel,Scha(a)p(en),2.0,0.0,0.0,0.0,2,wolf,GW3815f,Nee,,€ 431.83,52.824671,6.1418966,2023-12
2023-12-17,Makkinga,Fryslân,Scha(a)p(en),3.0,,,,3,wolf,gemixt profiel,Nee,,€ 603.63,52.9805873,6.2173595,2023-12
2023-12-16,Vessem,Noord-Brabant,Scha(a)p(en),1.0,2.0,,,1,wolf,GW3645m,Nee,,€ 559.47,51.419252,5.2882066,2023-12
2023-12-16,Vinkega,Fryslân,Scha(a)p(en),2.0,1.0,,2.0,4,wolf,GW3812m,Nee,,"€ 1,067.56",52.8719582,6.1137183,2023-12
2023-12-16,Garderen,Gelderland,Scha(a)p(en),1.0,,,2.0,3,wolf,nog in analyse,Nee,,€ 663.14,52.2331839,5.714073,2023-12
2023-12-16,Appelscha,Fryslân,Scha(a)p(en),2.0,,,2.0,4,wolf,GW3882m,Ja,, € -   ,52.9524178,6.3441136,2023-12
2023-12-16,Garderen,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,nog in analyse,Nee,,€ 230.03,52.2331839,5.714073,2023-12
2023-12-16,Steggerda,Fryslân,Scha(a)p(en),5.0,,,1.0,6,wolf,GW2397m; GW3152m; gemixt profiel,Nee,, € -   ,52.857337,6.0753721,2023-12
2023-12-15,Harskamp,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW2398m,Nee,,€ 546.71,52.1316634,5.75085,2023-12
2023-12-15,Doornspijk,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3694f,Nee,,€ 394.39,52.4194984,5.8208683,2023-12
2023-12-15,Makkinga,Fryslân,Scha(a)p(en),3.0,,,,3,wolf,nog in analyse,Nee,,€ 803.63,52.9805873,6.2173595,2023-12
2023-12-14,Makkinga,Fryslân,Scha(a)p(en),5.0,,,,5,wolf,nog in analyse,Nee,,€ 987.23,52.9805873,6.2173595,2023-12
2023-12-14,Elburg,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3694f,Nee,,€ 511.83,52.41565915,5.841321708557087,2023-12
2023-12-14,Doornspijk,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3694f,Nee,,€ 619.31,52.4194984,5.8208683,2023-12
2023-12-14,Westdorp,Drenthe,Scha(a)p(en),1.0,,,,1,wolf,GW3881m,Nee,,€ 923.32,52.9057371,6.757250689703069,2023-12
2023-12-14,Oldeberkoop,Fryslân,Scha(a)p(en),4.0,,,,4,wolf,GW3813m,Nee,,€ 775.43,52.9384572,6.1301707,2023-12
2023-12-14,Esbeek,Noord-Brabant,Scha(a)p(en),1.0,6.0,,,1,wolf,GW3645m,Nee,,€ 270.03,51.4618953,5.1371625,2023-12
2023-12-14,Doornspijk,Gelderland,Scha(a)p(en),7.0,1.0,,,7,wolf,GW3694f,Nee,,"€ 1,893.77",52.4194984,5.8208683,2023-12
2023-12-13,Woudenberg,Utrecht,Scha(a)p(en),1.0,,,,1,wolf,GW3814f,Nee,, € -   ,52.0805478,5.4134327,2023-12
2023-12-13,Nijkerk,Gelderland,Scha(a)p(en),2.0,1.0,,1.0,3,wolf,GW3425m,Nee,,"€ 1,162.85",52.21485365,5.478146323965094,2023-12
2023-12-13,Zweeloo,Drenthe,Scha(a)p(en),5.0,,,,5,wolf,GW3874m; GW3881m,Nee,, € -   ,52.7943068,6.7306013,2023-12
2023-12-13,Westdorp,Drenthe,Scha(a)p(en),10.0,5.0,,,10,wolf,GW3881m; gemixt profiel,Nee,,"€ 4,645.26",52.9057371,6.757250689703069,2023-12
2023-12-13,Ermelo,Gelderland,Scha(a)p(en),1.0,,,1.0,2,wolf,GW2668f,Nee,, € -   ,52.2858356,5.654938589920705,2023-12
2023-12-13,Doornspijk,Gelderland,Scha(a)p(en),6.0,,,2.0,8,wolf,GW3694f?,Nee,, € -   ,52.4194984,5.8208683,2023-12
2023-12-12,Makkinga,Fryslân,Scha(a)p(en),1.0,,4.0,3.0,4,wolf,GW3882m,Nee,, € -   ,52.9805873,6.2173595,2023-12
2023-12-12,Nijensleek,Drenthe,Scha(a)p(en),2.0,2.0,,,2,wolf,onbekend,Nee,, € -   ,52.8369612,6.1671817,2023-12
2023-12-11,Makkinga,Fryslân,Scha(a)p(en),2.0,,,,2,wolf,GW3690m,Nee,, € -   ,52.9805873,6.2173595,2023-12
2023-12-11,Makkinga,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3882m,Nee,, € -   ,52.9805873,6.2173595,2023-12
2023-12-11,Nijkerk,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW3425m,Nee,, € -   ,52.21485365,5.478146323965094,2023-12
2023-12-11,Woudenberg,Utrecht,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,52.0805478,5.4134327,2023-12
2023-12-10,Oldeberkoop,Fryslân,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3812m,Nee,, € -   ,52.9384572,6.1301707,2023-12
2023-12-10,Makkinga,Fryslân,Scha(a)p(en),5.0,,,,5,wolf,gemixt profiel,Nee,, € -   ,52.9805873,6.2173595,2023-12
2023-12-10,Makkinga,Fryslân,Scha(a)p(en),4.0,1.0,,1.0,5,wolf,GW3882m,Nee,, € -   ,52.9805873,6.2173595,2023-12
2023-12-09,Langedijke,Fryslân,Scha(a)p(en),11.0,,,,11,wolf,onbekend,Nee,, € -   ,52.9637274,6.2793695,2023-12
2023-12-09,Stoutenburg,Utrecht,Scha(a)p(en),2.0,,,,2,wolf,GW3814f,Nee,, € -   ,52.1537285,5.4330688,2023-12
2023-12-09,Makkinga,Fryslân,Scha(a)p(en),4.0,,,,4,wolf,GW3882m,Nee,,"€ 1,350.15",52.9805873,6.2173595,2023-12
2023-12-07,De Heen,Noord-Brabant,Scha(a)p(en),2.0,4.0,,,2,wolf,GW3645m,Nee,, € -   ,51.6083697,4.2715386,2023-12
2023-12-06,De Heen,Noord-Brabant,Scha(a)p(en),1.0,,,,1,wolf,GW3645m,Nee,, € -   ,51.6083697,4.2715386,2023-12
2023-12-06,Kallenkote,Overijssel,Scha(a)p(en),1.0,1.0,2.0,0.0,1,wolf,GW3813m,Nee,, € -   ,52.7965731,6.1740658,2023-12
2023-12-05,Halsteren,Noord-Brabant,Scha(a)p(en),1.0,,,,1,wolf,GW3645m,Nee,, € -   ,51.5230234,4.2729507,2023-12
2023-12-05,Steggerda,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3815f,Nee,, € -   ,52.857337,6.0753721,2023-12
2023-12-04,Nijkerk,Gelderland,Scha(a)p(en),3.0,2.0,,,3,wolf,GW3425m,Nee,,€ 977.98,52.21485365,5.478146323965094,2023-12
2023-12-04,Poortvliet,Zeeland,Scha(a)p(en),2.0,,,,2,wolf,GW3645m,Nee,, € -   ,51.544873,4.1439401,2023-12
2023-12-04,Grolloo,Drenthe,Scha(a)p(en),5.0,,,18.0,23,wolf,onbekend,Nee,, € -   ,52.936205,6.6727367,2023-12
2023-12-03,De Hoeve,Fryslân,Scha(a)p(en),4.0,,,,4,wolf,GW3152m,Nee,, € -   ,52.88651,6.0879439,2023-12
2023-12-03,Heijningen,Noord-Brabant,Scha(a)p(en),1.0,,,,1,wolf,GW3645m,Nee,, € -   ,51.6565557,4.4100072,2023-12
2023-12-03,Sint-Maartensdijk,Zeeland,Scha(a)p(en),1.0,,,,1,wolf,GW3645m,Nee,, € -   ,51.548799,4.0782993,2023-12
2023-12-02,Heijningen,Noord-Brabant,Scha(a)p(en),2.0,1.0,,,2,wolf,GW3645m,Nee,, € -   ,51.6565557,4.4100072,2023-12
2023-12-02,Dinteloord,Noord-Brabant,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,,€ 254.34,51.6339484,4.3680313,2023-12
2023-12-02,Garderen,Gelderland,Scha(a)p(en),2.0,,,3.0,5,wolf,GW2668f,Nee,, € -   ,52.2331839,5.714073,2023-12
2023-12-01,De Kiel,Drenthe,Scha(a)p(en); Geit(en),,,12.0,,0,wolf,onbekend,Nee,, € -   ,52.8626885,6.7459407,2023-12
2023-11-30,Nijensleek,Drenthe,Scha(a)p(en),2.0,,,7.0,9,wolf,gemixt profiel,Nee,, € -   ,52.8369612,6.1671817,2023-11
2023-11-30,Putten,Gelderland,Scha(a)p(en),3.0,,,3.0,6,wolf,GW3425m,Nee,, € -   ,52.24773005,5.57827393798401,2023-11
2023-11-29,Grolloo,Drenthe,Scha(a)p(en),3.0,1.0,,,3,wolf,onbekend,Nee,, € -   ,52.936205,6.6727367,2023-11
2023-11-29,Steggerda,Fryslân,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 210.03,52.857337,6.0753721,2023-11
2023-11-28,Breda,Noord-Brabant,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,, € -   ,51.5887845,4.7760237,2023-11
2023-11-28,Elsloo,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3812m,Nee,,€ 270.30,50.9503183,5.7711166,2023-11
2023-11-27,Zwiggelte,Drenthe,Rund(eren),1.0,,,,1,wolf,GW3011f,Nee,, € -   ,52.8735,6.58768,2023-11
2023-11-27,Zandhuizen,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3815f,Nee,,€ 270.03,52.9108132,6.1529275,2023-11
2023-11-26,Elsloo,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3813m,Nee,,€ 270.03,50.9503183,5.7711166,2023-11
2023-11-26,Nijkerk,Gelderland,Scha(a)p(en),2.0,,,,2,wolf,GW3425m,Nee,,€ 411.83,52.21485365,5.478146323965094,2023-11
2023-11-25,Kallenkote,Overijssel,Scha(a)p(en),13.0,3.0,0.0,3.0,16,vermoedelijk wolf,onbekend,Nee,,"€ 2,686.23",52.7965731,6.1740658,2023-11
2023-11-24,Oldeberkoop,Fryslân,Scha(a)p(en),4.0,2.0,,4.0,8,wolf,GW2090f,Nee,,"€ 2,049.53",52.9384572,6.1301707,2023-11
2023-11-24,Makkinga,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3813m?,Nee,,€ 270.03,52.9805873,6.2173595,2023-11
2023-11-23,Weiteveen,Drenthe,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 326.74,52.6721857,6.9910891,2023-11
2023-11-22,Koekange,Drenthe,Scha(a)p(en),2.0,2.0,,,2,wolf,GW3152m,Nee,,€ 735.58,52.7017754,6.3180238,2023-11
2023-11-22,Meerveld,Gelderland,Scha(a)p(en),1.0,,,,1,wolf,GW998f,Nee,,€ 230.03,52.2344429,5.7692385,2023-11
2023-11-21,Koekange,Drenthe,Scha(a)p(en),3.0,,,,3,wolf,GW3152m,Nee,,€ 878.50,52.7017754,6.3180238,2023-11
2023-11-20,Makkinga,Fryslân,Scha(a)p(en),,1.0,,1.0,1,wolf,onbekend,Nee,, € -   ,52.9805873,6.2173595,2023-11
2023-11-20,Putten,Gelderland,Scha(a)p(en),1.0,1.0,,,1,wolf,GW3425m,Nee,,€ 721.86,52.24773005,5.57827393798401,2023-11
2023-11-20,Makkinga,Fryslân,Scha(a)p(en),2.0,1.0,,,2,wolf,GW2090f?,Nee,,€ 742.54,52.9805873,6.2173595,2023-11
2023-11-20,Dwingeloo,Drenthe,Scha(a)p(en),11.0,,,1.0,12,wolf,onbekend,Nee,,"€ 3,405.45",52.8333073,6.3669053,2023-11
2023-11-19,Oldeberkoop,Fryslân,Scha(a)p(en),1.0,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   ,52.9384572,6.1301707,2023-11
2023-11-19,Steyl,Limburg,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,,€ 108.94,51.3322348,6.1212152,2023-11
2023-11-16,Putten,Gelderland,Scha(a)p(en),1.0,2.0,,,1,wolf,GW3425m,Nee,,€ 796.23,52.24773005,5.57827393798401,2023-11
2023-11-16,Uddel,Gelderland,Scha(a)p(en),,1.0,,,0,wolf,GW3814f,Nee,,,52.2593938,5.7840992,2023-11
2023-11-15,Oldeberkoop,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,onbekend,Nee,,€ 210.03,52.9384572,6.1301707,2023-11
2023-11-15,Putten,Gelderland,Scha(a)p(en),2.0,4.0,,,2,wolf,GW3425m,Nee,,€ 931.87,52.24773005,5.57827393798401,2023-11
2023-11-12,Makkinga,Fryslân,Scha(a)p(en),1.0,,,,1,wolf,GW3812m,Nee,,€ 210.03,52.9805873,6.2173595,2023-11
2023-11-12,Oldeberkoop,Fryslân,Scha(a)p(en),5.0,,,1.0,6,wolf,GW3812m,Nee,,"€ 1,311.26",52.9384572,6.1301707,2023-11
2023-11-12,Makkinga,Fryslân,Scha(a)p(en),1.0,1.0,,,1,wolf,gemixt profiel,Nee,, € -   ,52.9805873,6.2173595,2023-11
2023-11-11,Wapserveen,Drenthe,Scha(a)p(en),2.0,1.0,,,2,wolf,GW3815f,"Ja, maar",schaap was door het raster gevlucht,€ 690.09,52.8252174,6.2158906,2023-11
2023-11-10,Putten,Gelderland,Scha(a)p(en),1.0,2.0,,,1,wolf,GW3816f,Nee,, € -   ,52.24773005,5.57827393798401,2023-11
2023-11-10,Laag-Keppel,Gelderland,Scha(a)p(en),2.0,1.0,,,2,wolf,GW3645m,Nee,,€ 693.63,51.9969245,6.2220115,2023-11
