Datum waarneming;Leefgebied of gemeente;Provincie;Type waarneming;Classificering,
10-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
10-12-23;Arnhem;Gelderland;Wolf gezien;C1,
10-12-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
10-12-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
09-12-23;Heerde;Gelderland;Wolf gezien;C1,
09-12-23;Oldebroek;Gelderland;Wolf gezien;C1,
09-12-23;Leusden;Utrecht;Wolf gezien;C1,
09-12-23;Leusden;Utrecht;Wolf gezien;C1,
09-12-23;Leusden;Utrecht;Wolf gezien;C1,
09-12-23;Westerveld;Drenthe;Wolf gezien;C1,
08-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-12-23;Zuidwest-Veluwe;Gelderland;Overig;C1,
08-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
08-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
08-12-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
07-12-23;Noord- en Midden-Veluwe;Gelderland;Overig;C1,
07-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
07-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
07-12-23;Ooststellingwerf;Fryslân;Wolvenkeutel;C2,
07-12-23;Ooststellingwerf;Fryslân;Wolvenkeutel;C2,
07-12-23;Rozendaal;Gelderland;Wolf gezien;C1,
07-12-23;Leusden;Utrecht;Wolf gezien;C1,
07-12-23;Leusden;Utrecht;Wolf gezien;C1,
07-12-23;Westerveld;Drenthe;Wolvenkeutel;C2,
07-12-23;Westerveld;Drenthe;Wolvenkeutel;C2,
06-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
06-12-23;Zuidwest-Veluwe;Gelderland;Overig;C1,
06-12-23;Leusden;Utrecht;Wolf gezien;C1,
06-12-23;Leusden;Utrecht;Wolf gezien;C1,
06-12-23;Leusden;Utrecht;Wolf gezien;C1,
06-12-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
05-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
05-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
05-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
05-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
05-12-23;Apeldoorn;Gelderland;Wolf gezien;C1,
04-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
04-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
04-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
03-12-23;Heerde;Gelderland;Wolf gezien;C1,
03-12-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
03-12-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
02-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
02-12-23;Heerde;Gelderland;Wolvenkeutel;C2,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Noord- en Midden-Veluwe;Gelderland;Overig;C1,
01-12-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
01-12-23;Emmen;Drenthe;Wolvenkeutel;C2,
30-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-11-23;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C2,
30-11-23;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
30-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
30-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
30-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
30-11-23;Ede;Gelderland;Wolf gezien;C1,
29-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-11-23;Heerde;Gelderland;Wolf gezien;C1,
28-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
28-11-23;Rheden;Gelderland;Wolf gezien;C1,
28-11-23;Aa en Hunze;Drenthe;Wolvenkeutel;C2,
27-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
27-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
27-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
27-11-23;Ede;Gelderland;Wolf gezien;C1,
27-11-23;Rheden;Gelderland;Wolf gezien;C1,
27-11-23;Rozendaal;Gelderland;Wolf gezien;C1,
27-11-23;Leusden;Utrecht;Wolf gezien;C1,
27-11-23;Leusden;Utrecht;Wolf gezien;C1,
27-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
27-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
26-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
26-11-23;Leusden;Utrecht;Wolf gezien;C1,
26-11-23;Leusden;Utrecht;Wolf gezien;C1,
26-11-23;Westerveld;Drenthe;Wolvenkeutel;C2,
25-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
25-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
25-11-23;Ooststellingwerf;Fryslân;Wolf gezien;C1,
25-11-23;Rozendaal;Gelderland;Wolf gezien;C1,
25-11-23;Westerveld;Drenthe;Wolf gezien;C1,
25-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
25-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
24-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
24-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
24-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
24-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
24-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
24-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
23-11-23;Noord- en Midden-Veluwe;Gelderland;Overig;C1,
23-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-11-23;Ooststellingwerf;Fryslân;Wolf gezien;C1,
22-11-23;Heerde;Gelderland;Wolvenkeutel;C2,
22-11-23;Westerveld;Drenthe;Wolvenkeutel;C2,
22-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
21-11-23;Heerde;Gelderland;Wolf gezien;C1,
21-11-23;Heerde;Gelderland;Wolf gezien;C1,
21-11-23;Westerveld;Drenthe;Wolf gezien;C1,
20-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-11-23;Rheden;Gelderland;Wolf gezien;C1,
20-11-23;Leusden;Utrecht;Wolf gezien;C1,
19-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
19-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
19-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
19-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-11-23;Ooststellingwerf;Fryslân;Wolf gezien;C1,
19-11-23;Westerveld;Drenthe;Wolf gezien;C1,
19-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
18-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
17-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
17-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
17-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
17-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
17-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
17-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
17-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
16-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
16-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-11-23;Leusden;Utrecht;Wolf gezien;C1,
16-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
15-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
15-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-11-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
15-11-23;Ooststellingwerf;Fryslân;Wolvenkeutel;C2,
15-11-23;Westerveld;Drenthe;Wolf gezien;C1,
14-11-23;Heerde;Gelderland;Wolvenkeutel;C2,
14-11-23;Leusden;Utrecht;Wolf gezien;C1,
14-11-23;Leusden;Utrecht;Wolf gezien;C1,
14-11-23;Westerveld;Drenthe;Wolf gezien;C1,
14-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
14-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
13-11-23;Heerde;Gelderland;Wolf gezien;C1,
13-11-23;Rheden;Gelderland;Wolf gezien;C1,
12-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
12-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-11-23;Leusden;Utrecht;Wolf gezien;C1,
12-11-23;Leusden;Utrecht;Wolf gezien;C1,
12-11-23;Leusden;Utrecht;Wolf gezien;C1,
12-11-23;Leusden;Utrecht;Wolf gezien;C1,
12-11-23;Zeist;Utrecht;Wolf gezien;C1,
12-11-23;Westerveld;Drenthe;Wolf gezien;C1,
12-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
11-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-11-23;Leusden;Utrecht;Wolf gezien;C1,
11-11-23;Westerveld;Drenthe;Wolf gezien;C1,
10-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-11-23;Zuidwest-Veluwe;Gelderland;Kadaver van een wild dier;C1,
09-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
09-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-11-23;Leusden;Utrecht;Wolf gezien;C1,
09-11-23;Westerveld;Drenthe;Wolf gezien;C1,
08-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
08-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
08-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
08-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-11-23;Arnhem;Gelderland;Wolf gezien;C1,
08-11-23;Heerde;Gelderland;Wolf gezien;C1,
08-11-23;Westerveld;Drenthe;Wolf gezien;C1,
08-11-23;Westerveld;Drenthe;Wolf gezien;C1,
08-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
08-11-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C1,
07-11-23;Heerde;Gelderland;Wolf gezien;C1,
07-11-23;Heerde;Gelderland;Wolf gezien;C1,
07-11-23;Heerde;Gelderland;Wolf gezien;C1,
07-11-23;Leusden;Utrecht;Wolf gezien;C1,
07-11-23;Leusden;Utrecht;Wolf gezien;C1,
07-11-23;Westerveld;Drenthe;Wolf gezien;C1,
06-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
06-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-11-23;Heerde;Gelderland;Wolf gezien;C1,
06-11-23;Leusden;Utrecht;Wolf gezien;C1,
06-11-23;Leusden;Utrecht;Wolf gezien;C1,
06-11-23;Westerveld;Drenthe;Wolf gezien;C1,
06-11-23;Westerveld;Drenthe;Wolf gezien;C1,
06-11-23;Westerveld;Drenthe;Wolf gezien;C1,
06-11-23;Westerveld;Drenthe;Wolf gezien;C1,
06-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
05-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
05-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
05-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-11-23;Heerde;Gelderland;Wolvenkeutel;C2,
05-11-23;Heerde;Gelderland;Wolf gezien;C1,
05-11-23;Heerde;Gelderland;Wolf gezien;C1,
05-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
05-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
05-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
04-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
04-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-11-23;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
04-11-23;Heerde;Gelderland;Wolf gezien;C1,
04-11-23;Heerde;Gelderland;Wolf gezien;C1,
04-11-23;Rozendaal;Gelderland;Wolf gezien;C1,
04-11-23;Westerveld;Drenthe;Wolf gezien;C1,
04-11-23;Westerveld;Drenthe;Wolf gezien;C1,
03-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-11-23;Heerde;Gelderland;Wolf gezien;C1,
03-11-23;Westerveld;Drenthe;Wolf gezien;C1,
02-11-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
02-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-11-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-11-23;Arnhem;Gelderland;Wolf gezien;C1,
01-11-23;Heerde;Gelderland;Wolvenkeutel;C2,
01-11-23;Westerveld;Drenthe;Wolf gezien;C1,
01-11-23;Westerveld;Drenthe;Wolf gezien;C1,
01-11-23;Westerveld;Drenthe;Wolf gezien;C1,
01-11-23;Westerveld;Drenthe;Wolf gezien;C1,
01-11-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
31-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-10-23;Heerde;Gelderland;Wolvenkeutel;C2,
31-10-23;Westerveld;Drenthe;Wolf gezien;C1,
30-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-10-23;Leusden;Utrecht;Wolf gezien;C1,
30-10-23;Leusden;Utrecht;Wolf gezien;C1,
30-10-23;Leusden;Utrecht;Wolf gezien;C1,
29-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-10-23;Harderwijk;Gelderland;Wolf gezien;C1,
29-10-23;Leusden;Utrecht;Wolf gezien;C1,
29-10-23;Zeist;Utrecht;Wolf gezien;C1,
29-10-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
29-10-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
29-10-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
29-10-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
28-10-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
28-10-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
28-10-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
28-10-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
28-10-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
28-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-10-23;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
28-10-23;Leusden;Utrecht;Wolf gezien;C1,
28-10-23;Leusden;Utrecht;Wolf gezien;C1,
28-10-23;Leusden;Utrecht;Wolf gezien;C1,
28-10-23;Zeist;Utrecht;Wolf gezien;C1,
27-10-23;Heerde;Gelderland;Wolf gezien;C1,
27-10-23;Leusden;Utrecht;Wolvenkeutel;C1,
27-10-23;Leusden;Utrecht;Wolvenkeutel;C2,
27-10-23;Westerveld;Drenthe;Wolf gezien;C1,
27-10-23;Midden-Drenthe;Drenthe;Wolf gezien;C1,
26-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-10-23;Leusden;Utrecht;Wolf gezien;C1,
26-10-23;Leusden;Utrecht;Wolf gezien;C1,
26-10-23;Leusden;Utrecht;Wolf gezien;C1,
26-10-23;Leusden;Utrecht;Wolf gezien;C1,
25-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-10-23;Westerveld;Drenthe;Wolf gezien;C1,
25-10-23;Westerveld;Drenthe;Wolf gezien;C1,
24-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-10-23;Winterswijk;Gelderland;Overig;C1,
24-10-23;Leusden;Utrecht;Wolf gezien;C1,
24-10-23;Leusden;Utrecht;Wolf gezien;C1,
24-10-23;Westerveld;Drenthe;Wolf gezien;C1,
24-10-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
24-10-23;Midden-Drenthe;Drenthe;Wolvenkeutel;C2,
23-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Zuidwest-Veluwe;Gelderland;Wolf gezien;C1,
23-10-23;Aa en Hunze;Drenthe;Wolf gezien;C1,
23-10-23;Aa en Hunze;Drenthe;Wolf gezien;C1,
23-10-23;Westerveld;Drenthe;Wolf gezien;C1,
22-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-10-23;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
