year_month,latitude,longitude,slachtoffers_per_maand,cumulative_slachtoffers,animation_month
2022-09,52.9805873,6.2173595,1,33,2023-01
2022-10,51.23558295,5.705079711646853,1,2,2023-01
2022-10,51.3832098,5.5715902,1,48,2023-01
2022-10,51.7243615,5.9499476,1,1,2023-01
2022-10,51.99168495,5.791692252659134,3,3,2023-01
2022-10,52.0056717,5.7923944,12,12,2023-01
2022-10,52.1316634,5.75085,4,4,2023-01
2022-10,52.2910649,5.7884632,17,27,2023-01
2022-10,52.3182269,5.9759134,5,26,2023-01
2022-10,52.355868,5.6760734,11,11,2023-01
2022-10,52.4039627,6.774441654037701,1,1,2023-01
2022-10,52.4086697,6.6148049,5,7,2023-01
2022-10,52.6276515,6.554592,2,3,2023-01
2022-10,52.6957431,6.6110453,1,1,2023-01
2022-10,52.736545,6.4524098,1,1,2023-01
2022-10,52.772368,6.8031287,3,3,2023-01
2022-10,52.7755373,6.7475163,6,16,2023-01
2022-10,52.7924847,6.425301478174332,1,1,2023-01
2022-10,52.7931962,6.7979352,1,1,2023-01
2022-10,52.8148592,6.5163531,1,14,2023-01
2022-10,52.8267818,6.297915941704707,1,15,2023-01
2022-10,52.8333073,6.3669053,3,46,2023-01
2022-10,52.8574791,6.2101824,1,32,2023-01
2022-10,52.936205,6.6727367,5,40,2023-01
2022-10,52.9533222,6.6030439,0,4,2023-01
2022-10,52.9637274,6.2793695,4,7,2023-01
2022-11,51.4193964,5.6813387,1,23,2023-01
2022-11,51.6598038,5.0319484,12,12,2023-01
2022-11,51.6705258,5.0252983,2,2,2023-01
2022-11,51.7488717,5.2251819,3,3,2023-01
2022-11,51.7871821,5.2363614,2,2,2023-01
2022-11,51.8000907,5.2057359,1,1,2023-01
2022-11,51.885759,5.1762105,6,6,2023-01
2022-11,51.96802135,6.737872334611222,1,1,2023-01
2022-11,52.0056717,5.7923944,3,15,2023-01
2022-11,52.0864617,5.6190737,1,1,2023-01
2022-11,52.1592697,5.9637625,1,3,2023-01
2022-11,52.2374112,6.086274343475191,3,3,2023-01
2022-11,52.3607721,5.7205644,1,1,2023-01
2022-11,52.8333073,6.3669053,3,49,2023-01
2022-11,52.8610999,6.5124319,10,18,2023-01
2022-12,35.6689767,-101.3919481,11,11,2023-01
2022-12,50.9503183,5.7711166,2,17,2023-01
2022-12,51.3121159,5.6158604,7,14,2023-01
2022-12,51.3832098,5.5715902,1,49,2023-01
2022-12,51.38632235,5.688884477579495,6,25,2023-01
2022-12,51.388689,5.9178418,1,5,2023-01
2022-12,51.4193964,5.6813387,1,24,2023-01
2022-12,51.5354124,6.1388583,30,30,2023-01
2022-12,51.6494766,6.1065773,2,2,2023-01
2022-12,51.8507873,5.6656081,1,1,2023-01
2022-12,51.8864729,5.9265463,1,1,2023-01
2022-12,51.984257,5.9108573,4,8,2023-01
2022-12,52.7905619,7.2400267,1,1,2023-01
2022-12,52.7908929,6.2815178,1,3,2023-01
2022-12,52.8735,6.58768,7,26,2023-01
2022-12,52.8766648,6.784304473347159,1,1,2023-01
2022-12,52.9053531,6.7016543,1,1,2023-01
2022-12,52.93331795,6.598514489095756,3,20,2023-01
2022-12,52.936205,6.6727367,27,67,2023-01
2022-12,52.9524178,6.3441136,7,10,2023-01
2022-12,52.9805873,6.2173595,8,41,2023-01
2022-12,52.9892251,6.2908202,2,2,2023-01
2022-12,53.2190652,6.5680077,3,3,2023-01
2022-12,53.2820672,6.7849065,1,2,2023-01
2023-01,50.90470915,5.735207828646779,2,2,2023-01
2023-01,50.9171887,5.8838254,3,3,2023-01
2023-01,51.2918913,5.74814642346813,4,23,2023-01
2023-01,51.38632235,5.688884477579495,6,31,2023-01
2023-01,52.000487,5.4600535,1,1,2023-01
2023-01,52.17158905,6.083926864345637,6,6,2023-01
2023-01,52.3270371,5.963194502074892,1,17,2023-01
2023-01,52.6446874,6.5533434,1,2,2023-01
2023-01,52.7965731,6.1740658,9,26,2023-01
2023-01,52.8252174,6.2158906,18,50,2023-01
2023-01,52.8333073,6.3669053,13,62,2023-01
2023-01,52.8369612,6.1671817,15,23,2023-01
2023-01,52.8372932,7.0384353,2,2,2023-01
2023-01,52.8574791,6.2101824,7,39,2023-01
2023-01,52.8610999,6.5124319,1,19,2023-01
2023-01,52.9095907,6.1999729,29,69,2023-01
2023-01,52.9108132,6.1529275,1,1,2023-01
2023-01,52.93331795,6.598514489095756,8,28,2023-01
2023-01,52.936205,6.6727367,2,69,2023-01
2023-01,52.9524178,6.3441136,34,44,2023-01
2023-01,52.9782974,6.6029983644362735,3,3,2023-01
2023-01,52.9805873,6.2173595,4,45,2023-01
2023-01,53.0332173,6.3963672,3,6,2023-01
2023-01,53.0918625,6.4464547,1,1,2023-01
2023-01,53.1607509,6.3260329,1,1,2023-01
2015-03,40.7127281,-74.0060152,1,1,2023-02
2015-03,52.8492168,6.6103067,3,3,2023-02
2015-03,53.2963932,7.0465238,1,1,2023-02
2015-03,53.3577829,6.8713839,3,3,2023-02
2017-09,53.1983282,7.083378,3,3,2023-02
2017-10,52.4589958,6.1736547,4,4,2023-02
2017-11,52.457312,6.5696271,4,4,2023-02
2017-11,52.527161,6.6173647,1,1,2023-02
2017-12,51.388689,5.9178418,2,2,2023-02
2017-12,52.3203863,6.3513751,1,1,2023-02
2017-12,52.396489,6.3672089,6,6,2023-02
2017-12,52.6134275,6.2634786,3,3,2023-02
2018-02,52.2391743,5.3734101,1,1,2023-02
2018-03,51.2501987,5.9009266,2,2,2023-02
2018-03,51.3702109,6.1688954,9,9,2023-02
2018-03,51.4610426,6.1617184,4,4,2023-02
2018-03,51.7555148,8.041135,2,2,2023-02
2018-03,52.5559484,5.9033303,5,5,2023-02
2018-03,52.5831257,6.286441,2,2,2023-02
2018-03,52.6156731,6.1861398,1,1,2023-02
2018-03,52.62233,6.49682,1,1,2023-02
2018-03,52.6368387,6.208129727382328,3,3,2023-02
2018-03,52.6685225,6.5008322,1,1,2023-02
2018-03,52.7274317,6.6768343,2,2,2023-02
2018-03,52.7755373,6.7475163,10,10,2023-02
2018-03,52.9459295,7.1505197,1,1,2023-02
2018-03,53.1110132,6.4331278,5,5,2023-02
2018-03,53.2607348,6.5918683,5,5,2023-02
2018-04,52.087683,6.4493595,3,3,2023-02
2018-04,52.2347139,6.4949852,3,3,2023-02
2018-04,52.9095907,6.1999729,2,2,2023-02
2018-05,52.8735,6.58768,2,2,2023-02
2018-05,52.9683902,5.9739434,7,7,2023-02
2018-05,52.9818571,6.006028,6,6,2023-02
2018-05,53.1442439,6.2647308,17,17,2023-02
2018-06,51.5266587,4.4466908,2,2,2023-02
2018-06,52.4589958,6.1736547,31,35,2023-02
2018-06,52.8717335,5.9300033,2,2,2023-02
2018-07,51.92963705,5.420000238944224,2,2,2023-02
2018-07,52.3451194,5.4580775473608565,2,2,2023-02
2018-10,52.4361877,6.2337581,1,1,2023-02
2018-10,52.6276515,6.554592,1,1,2023-02
2018-10,52.6446874,6.5533434,1,1,2023-02
2018-10,52.6817389,6.6592421,4,4,2023-02
2018-10,52.7553154,6.7194646,6,6,2023-02
2018-10,52.8431902,6.6588981,4,4,2023-02
2018-10,53.2738959,6.4271387,5,5,2023-02
2018-12,51.8019318,5.3320894,1,1,2023-02
2019-01,52.4361877,6.2337581,1,2,2023-02
2019-01,52.4943928,6.5753569,11,11,2023-02
2019-01,54.9389739,12.2178122,3,3,2023-02
2019-02,52.2819676,6.4216444,4,4,2023-02
2019-03,52.9207884,6.5416331,12,12,2023-02
2019-04,64.6173758,-162.2604161,1,1,2023-02
2019-09,52.3182269,5.9759134,14,14,2023-02
2019-09,52.7671253,6.6066512,1,1,2023-02
2019-10,52.2185009,5.8732642,4,4,2023-02
2019-11,52.936205,6.6727367,4,4,2023-02
2019-11,53.0011891,6.6861383,9,9,2023-02
2019-11,53.1576456,6.64126,2,2,2023-02
2019-12,51.605927300000005,5.69911232186362,1,1,2023-02
2019-12,51.6081533,5.7386913,2,2,2023-02
2019-12,52.6720692,6.2886911,1,1,2023-02
2019-12,52.8735,6.58768,6,8,2023-02
2019-12,52.8947943,6.3068604,5,5,2023-02
2019-12,52.9061348,6.2889409,2,2,2023-02
2019-12,52.9524178,6.3441136,2,2,2023-02
2019-12,53.0830281,6.0470073,4,4,2023-02
2020-01,52.8735,6.58768,8,16,2023-02
2020-01,52.9207884,6.5416331,16,28,2023-02
2020-01,52.936205,6.6727367,7,11,2023-02
2020-02,51.605927300000005,5.69911232186362,1,2,2023-02
2020-02,52.3182269,5.9759134,5,19,2023-02
2020-02,52.8647047,6.639519660061836,1,1,2023-02
2020-02,52.9533222,6.6030439,4,4,2023-02
2020-02,53.2425196,0.1657754,3,3,2023-02
2020-03,-7.2752003,112.636552,1,1,2023-02
2020-03,51.38632235,5.688884477579495,6,6,2023-02
2020-03,51.8994088,5.1958729,2,2,2023-02
2020-03,51.94933145,5.209215154667634,6,6,2023-02
2020-03,51.9533676,5.7096895,1,1,2023-02
2020-03,52.7551361,6.8194139,5,5,2023-02
2020-03,53.017574,6.2355345,5,5,2023-02
2020-03,53.0332173,6.3963672,3,3,2023-02
2020-03,53.0662992,6.4594924,3,3,2023-02
2020-04,51.2918913,5.74814642346813,3,3,2023-02
2020-04,51.3512368,5.611589,1,1,2023-02
2020-04,51.3832098,5.5715902,4,4,2023-02
2020-04,51.8994088,5.1958729,5,7,2023-02
2020-04,51.94933145,5.209215154667634,15,21,2023-02
2020-04,52.087683,6.4493595,1,4,2023-02
2020-04,52.1041075,6.3126099,1,1,2023-02
2020-05,50.9383226,4.0392147,2,2,2023-02
2020-05,51.3512368,5.611589,4,5,2023-02
2020-05,51.3832098,5.5715902,1,5,2023-02
2020-05,51.4193964,5.6813387,1,1,2023-02
2020-05,51.694263,5.2091225,4,4,2023-02
2020-05,51.7103299,5.1998801,1,1,2023-02
2020-05,51.7292186,5.1551789,4,4,2023-02
2020-05,51.7336475,5.1855629,35,35,2023-02
2020-05,51.7369317,5.2339892,15,15,2023-02
2020-05,51.7564268,5.1282689,4,4,2023-02
2020-05,52.936205,6.6727367,1,12,2023-02
2020-06,51.3121159,5.6158604,2,2,2023-02
2020-06,51.3832098,5.5715902,11,16,2023-02
2020-06,52.8516104,6.84635,0,0,2023-02
2020-06,52.8735,6.58768,2,18,2023-02
2020-06,52.8820781,6.6432482,6,6,2023-02
2020-06,52.936205,6.6727367,4,16,2023-02
2020-06,53.3325644,6.9135144,2,2,2023-02
2020-07,51.3121159,5.6158604,2,4,2023-02
2020-07,51.3832098,5.5715902,5,21,2023-02
2020-07,52.9384572,6.1301707,8,8,2023-02
2020-08,51.3121159,5.6158604,1,5,2023-02
2020-08,51.3512368,5.611589,2,7,2023-02
2020-08,51.3832098,5.5715902,4,25,2023-02
2020-08,51.4437624,5.6187496,1,1,2023-02
2020-08,52.3270371,5.963194502074892,16,16,2023-02
2020-09,51.3832098,5.5715902,1,26,2023-02
2020-09,51.38632235,5.688884477579495,3,9,2023-02
2020-09,51.4193964,5.6813387,1,2,2023-02
2020-10,51.23558295,5.705079711646853,1,1,2023-02
2020-10,51.3856734,5.466115689689311,1,1,2023-02
2020-10,51.38632235,5.688884477579495,2,11,2023-02
2020-11,51.3512368,5.611589,1,8,2023-02
2020-11,51.3832098,5.5715902,1,27,2023-02
2020-11,51.4193964,5.6813387,2,4,2023-02
2020-11,51.6346249,6.0142314,8,8,2023-02
2020-11,51.71866,5.3629244,7,7,2023-02
2020-11,51.7296032,5.3249058,2,2,2023-02
2020-11,51.7728234,5.6422866,7,7,2023-02
2020-11,51.7783542,5.532083610932192,4,4,2023-02
2020-11,51.8586611,5.767357,5,5,2023-02
2020-11,52.2952203,6.5772427,1,1,2023-02
2020-11,52.35195215,6.567448420567358,1,1,2023-02
2020-11,52.3563585,6.6636219,2,2,2023-02
2020-12,51.3832098,5.5715902,3,30,2023-02
2020-12,51.3856734,5.466115689689311,1,2,2023-02
2020-12,51.4193964,5.6813387,3,7,2023-02
2020-12,52.2901716,5.9686728,1,1,2023-02
2020-12,52.3182269,5.9759134,0,19,2023-02
2021-01,51.1932084,5.7235287,1,1,2023-02
2021-01,51.2918913,5.74814642346813,4,7,2023-02
2021-01,51.3484037,5.5518897,1,1,2023-02
2021-01,51.3512368,5.611589,2,10,2023-02
2021-02,51.2918913,5.74814642346813,4,11,2023-02
2021-02,51.3832098,5.5715902,1,31,2023-02
2021-02,52.17151315,6.343658160434859,1,1,2023-02
2021-03,51.3832098,5.5715902,1,32,2023-02
2021-03,52.1015221,5.7720779,1,1,2023-02
2021-04,51.2918913,5.74814642346813,1,12,2023-02
2021-04,51.6339484,4.3680313,1,1,2023-02
2021-04,52.1118306,5.7157689,3,3,2023-02
2021-04,52.8148592,6.5163531,1,1,2023-02
2021-05,51.2918913,5.74814642346813,4,16,2023-02
2021-05,51.3512368,5.611589,3,13,2023-02
2021-05,51.3832098,5.5715902,2,34,2023-02
2021-05,52.94619,6.01335,6,6,2023-02
2021-05,52.95014,5.96223,1,1,2023-02
2021-05,52.9524178,6.3441136,1,3,2023-02
2021-05,52.993346,6.3346246,2,2,2023-02
2021-05,53.0033704,6.1220155,2,2,2023-02
2021-05,53.148934,6.4933571,1,1,2023-02
2021-06,51.3512368,5.611589,2,15,2023-02
2021-06,51.5230234,4.2729507,1,1,2023-02
2021-07,51.3832098,5.5715902,3,37,2023-02
2021-07,51.38632235,5.688884477579495,1,12,2023-02
2021-07,51.9788685,5.8048452,1,1,2023-02
2021-08,52.1015221,5.7720779,2,3,2023-02
2021-09,51.4438463,5.8818198,1,1,2023-02
2021-09,52.1015221,5.7720779,1,4,2023-02
2021-09,52.3841425,6.136018,2,2,2023-02
2021-09,52.725393,6.9852072,6,6,2023-02
2021-09,52.8947943,6.3068604,4,9,2023-02
2021-10,51.3029105,5.5726245,2,2,2023-02
2021-10,51.3484037,5.5518897,1,2,2023-02
2021-10,52.2910649,5.7884632,1,1,2023-02
2021-10,52.4361877,6.2337581,2,4,2023-02
2021-10,52.6156731,6.1861398,2,3,2023-02
2021-10,52.6368387,6.208129727382328,1,4,2023-02
2021-10,52.6938237,6.197767,2,2,2023-02
2021-10,52.7216745,6.2459797,3,3,2023-02
2021-10,52.8333073,6.3669053,5,5,2023-02
2021-10,52.8592652,6.2669921,4,4,2023-02
2021-10,52.8925942,6.0459205,1,1,2023-02
2021-10,52.9038987,6.0341422,3,3,2023-02
2021-10,52.91299375,6.366868725936132,3,3,2023-02
2021-10,52.9638473,6.0848079,1,1,2023-02
2021-10,53.0545751,5.6928661,1,1,2023-02
2021-11,51.38632235,5.688884477579495,2,14,2023-02
2021-11,51.4193964,5.6813387,2,9,2023-02
2021-11,51.5863367,4.2178348,18,18,2023-02
2021-11,51.6352829,4.4673134,6,6,2023-02
2021-11,51.6841483,4.7492114,10,10,2023-02
2021-11,51.6889387,5.303116,21,21,2023-02
2021-11,51.8544267,5.9389526,4,4,2023-02
2021-11,51.92757275,5.690140155001297,3,3,2023-02
2021-11,52.8252174,6.2158906,5,5,2023-02
2021-11,52.8333073,6.3669053,5,10,2023-02
2021-11,52.8474383,6.3420135,8,8,2023-02
2021-11,52.8546576,6.3182659,2,2,2023-02
2021-11,52.8592652,6.2669921,21,25,2023-02
2021-11,52.87360905,6.36533800320699,1,1,2023-02
2021-11,52.8853046,6.2459153,2,2,2023-02
2021-12,51.2918913,5.74814642346813,1,17,2023-02
2021-12,51.3832098,5.5715902,1,38,2023-02
2021-12,51.38632235,5.688884477579495,1,15,2023-02
2021-12,51.3955742,4.3266976,9,9,2023-02
2021-12,51.4193964,5.6813387,13,22,2023-02
2021-12,51.4330325,4.3768613,9,9,2023-02
2021-12,51.4831196,4.3908283,21,21,2023-02
2021-12,51.5036525,5.7397091,1,1,2023-02
2021-12,51.5093107,5.6375541,1,1,2023-02
2021-12,51.5331484,4.4561276,5,5,2023-02
2021-12,51.5410252,5.5713434,3,3,2023-02
2021-12,51.6032921,4.309251716161476,5,5,2023-02
2021-12,51.6252777,3.983732,6,6,2023-02
2021-12,51.6601211,4.0937229,3,3,2023-02
2021-12,52.1592697,5.9637625,2,2,2023-02
2021-12,52.4767117,6.061913261141655,1,1,2023-02
2021-12,52.8252174,6.2158906,4,9,2023-02
2021-12,52.8574791,6.2101824,2,2,2023-02
2021-12,52.8592652,6.2669921,3,28,2023-02
2022-01,50.7766712,5.912373,2,2,2023-02
2022-01,51.2918913,5.74814642346813,1,18,2023-02
2022-01,51.3202409,5.458181897733282,2,2,2023-02
2022-01,51.3319545,6.0967255,1,1,2023-02
2022-01,51.3512368,5.611589,2,17,2023-02
2022-01,51.38632235,5.688884477579495,4,19,2023-02
2022-01,51.388689,5.9178418,2,4,2023-02
2022-01,51.3955742,4.3266976,1,10,2023-02
2022-01,51.4164747,4.1812417,8,8,2023-02
2022-01,51.4330325,4.3768613,3,12,2023-02
2022-01,51.4437624,5.6187496,1,2,2023-02
2022-01,51.4618953,5.1371625,4,4,2023-02
2022-01,51.4831196,4.3908283,29,50,2023-02
2022-01,51.4894867,6.034807,1,1,2023-02
2022-01,51.4899045,5.8961579,1,1,2023-02
2022-01,51.5052547,4.8611725,1,1,2023-02
2022-01,51.5056266,5.033774070783131,1,1,2023-02
2022-01,51.5331484,4.4561276,2,7,2023-02
2022-01,51.5854521,5.1422542,1,1,2023-02
2022-01,51.605927300000005,5.69911232186362,1,3,2023-02
2022-01,51.6232409,6.0274554,1,1,2023-02
2022-01,52.24773005,5.57827393798401,13,13,2023-02
2022-01,52.8369612,6.1671817,8,8,2023-02
2022-01,52.8574791,6.2101824,13,15,2023-02
2022-01,52.8592652,6.2669921,5,33,2023-02
2022-01,52.8768553,6.1880842,1,1,2023-02
2022-01,52.8787155,6.1496485,4,4,2023-02
2022-01,52.8853046,6.2459153,5,7,2023-02
2022-01,52.9095907,6.1999729,5,7,2023-02
2022-01,53.8111615,9.6182581,1,1,2023-02
2022-02,50.7878116,5.9643838,4,4,2023-02
2022-02,50.9503183,5.7711166,3,3,2023-02
2022-02,51.4831196,4.3908283,17,67,2023-02
2022-02,51.5331484,4.4561276,2,9,2023-02
2022-02,51.7372379,5.9223658,2,2,2023-02
2022-02,51.7741022,5.9305385,1,1,2023-02
2022-02,52.8574791,6.2101824,3,18,2023-02
2022-02,52.9637274,6.2793695,3,3,2023-02
2022-02,52.9805873,6.2173595,8,8,2023-02
2022-03,50.7878116,5.9643838,1,5,2023-02
2022-03,50.9503183,5.7711166,11,14,2023-02
2022-03,51.4164747,4.1812417,1,9,2023-02
2022-03,51.4248944,3.9142697,1,1,2023-02
2022-03,52.0526703,6.1014431,2,2,2023-02
2022-03,52.1871648,5.6071994,4,4,2023-02
2022-03,52.3950264,6.559051,1,1,2023-02
2022-03,52.4194984,5.8208683,2,2,2023-02
2022-03,52.42441,6.88168,1,1,2023-02
2022-03,52.51178365,6.256636721854065,2,2,2023-02
2022-03,52.5996262,6.4593207,1,1,2023-02
2022-03,52.7216745,6.2459797,4,7,2023-02
2022-03,52.7878608,6.380415464145301,8,8,2023-02
2022-03,52.9588643,6.1904235,2,2,2023-02
2022-03,52.9805873,6.2173595,11,19,2023-02
2022-03,53.0059606,6.0641634,16,16,2023-02
2022-03,53.04680105,6.095135723829035,10,10,2023-02
2022-03,53.1183148,6.2544278,7,7,2023-02
2022-04,49.2607914,2.4733771,1,1,2023-02
2022-04,52.0199779,6.0606008,1,1,2023-02
2022-04,52.0805478,5.4134327,1,1,2023-02
2022-04,52.1041075,6.3126099,1,2,2023-02
2022-04,52.21485365,5.478146323965094,1,1,2023-02
2022-04,52.2952203,6.5772427,5,6,2023-02
2022-04,52.3182269,5.9759134,2,21,2023-02
2022-04,52.4314896,6.072898,1,1,2023-02
2022-04,52.5994353,6.3929761,1,1,2023-02
2022-04,52.6368387,6.208129727382328,5,9,2023-02
2022-04,52.706308,6.5337852,3,3,2023-02
2022-04,52.84172825,6.589986756064498,1,1,2023-02
2022-04,52.8428171,5.7974895,8,8,2023-02
2022-04,52.8610999,6.5124319,5,5,2023-02
2022-04,52.8853046,6.2459153,3,10,2023-02
2022-04,52.8952284,6.4984931,7,7,2023-02
2022-04,52.9078223,6.9331992,10,10,2023-02
2022-04,52.9095907,6.1999729,18,25,2023-02
2022-04,52.9459295,7.1505197,2,3,2023-02
2022-04,52.9805873,6.2173595,7,26,2023-02
2022-04,53.0426712,6.697949,20,20,2023-02
2022-04,53.2425196,0.1657754,2,5,2023-02
2022-04,53.2820672,6.7849065,1,1,2023-02
2022-05,21.10284835,86.34425428777675,5,5,2023-02
2022-05,51.3832098,5.5715902,1,39,2023-02
2022-05,51.4899045,5.8961579,3,4,2023-02
2022-05,52.2185102,6.1468559,3,3,2023-02
2022-05,52.717366,6.8466596,1,1,2023-02
2022-05,52.93331795,6.598514489095756,16,16,2023-02
2022-05,52.9588643,6.1904235,10,12,2023-02
2022-05,52.9805873,6.2173595,6,32,2023-02
2022-05,53.0011891,6.6861383,1,10,2023-02
2022-06,52.7869627,5.8403637,2,2,2023-02
2022-06,52.8252174,6.2158906,10,19,2023-02
2022-06,52.8516104,6.84635,8,8,2023-02
2022-06,52.8574791,6.2101824,12,30,2023-02
2022-06,52.936205,6.6727367,11,27,2023-02
2022-06,52.9638473,6.0848079,1,2,2023-02
2022-07,50.2200638,6.699584,11,11,2023-02
2022-07,50.9503183,5.7711166,1,15,2023-02
2022-07,51.3029105,5.5726245,1,3,2023-02
2022-07,51.3121159,5.6158604,2,7,2023-02
2022-07,51.3832098,5.5715902,3,42,2023-02
2022-07,52.0038435,6.5194467,2,2,2023-02
2022-07,52.21485365,5.478146323965094,3,4,2023-02
2022-07,52.39046275,6.451511548705841,1,1,2023-02
2022-07,52.4548041,6.6199584,4,4,2023-02
2022-07,52.7282834,6.6338274,25,25,2023-02
2022-07,52.7671253,6.6066512,6,7,2023-02
2022-07,52.7869627,5.8403637,10,12,2023-02
2022-07,52.8333073,6.3669053,6,16,2023-02
2022-07,52.8853046,6.2459153,21,31,2023-02
2022-08,51.2918913,5.74814642346813,1,19,2023-02
2022-08,51.3029105,5.5726245,1,4,2023-02
2022-08,51.3832098,5.5715902,5,47,2023-02
2022-08,51.8022028,5.7540042,2,2,2023-02
2022-08,51.984257,5.9108573,4,4,2023-02
2022-08,52.21485365,5.478146323965094,1,5,2023-02
2022-08,52.2546727,5.9632909,1,1,2023-02
2022-08,52.2593938,5.7840992,3,3,2023-02
2022-08,52.2910649,5.7884632,8,9,2023-02
2022-08,52.4086697,6.6148049,2,2,2023-02
2022-08,52.4548041,6.6199584,5,9,2023-02
2022-08,52.5089759,6.0943765,2,2,2023-02
2022-08,52.6156731,6.1861398,2,5,2023-02
2022-08,52.7671253,6.6066512,5,12,2023-02
2022-08,52.7869627,5.8403637,2,14,2023-02
2022-08,52.7920296,6.5401445,1,1,2023-02
2022-08,52.7965731,6.1740658,17,17,2023-02
2022-08,52.8035998,6.6166025,2,2,2023-02
2022-08,52.8148592,6.5163531,11,12,2023-02
2022-08,52.8252174,6.2158906,13,32,2023-02
2022-08,52.8267818,6.297915941704707,11,11,2023-02
2022-08,52.8333073,6.3669053,21,37,2023-02
2022-08,52.8574791,6.2101824,1,31,2023-02
2022-08,52.9095907,6.1999729,15,40,2023-02
2022-08,52.936205,6.6727367,3,30,2023-02
2022-09,50.7955431,5.7649963,1,1,2023-02
2022-09,51.3029105,5.5726245,1,5,2023-02
2022-09,51.3484037,5.5518897,5,7,2023-02
2022-09,52.2910649,5.7884632,1,10,2023-02
2022-09,52.746133,5.8540037,2,2,2023-02
2022-09,52.7482183,6.500869,8,8,2023-02
2022-09,52.7826906,6.3335645,1,1,2023-02
2022-09,52.7878608,6.380415464145301,3,11,2023-02
2022-09,52.7908929,6.2815178,2,2,2023-02
2022-09,52.7920296,6.5401445,1,2,2023-02
2022-09,52.8148592,6.5163531,1,13,2023-02
2022-09,52.8170719,6.5822123,1,1,2023-02
2022-09,52.8267818,6.297915941704707,3,14,2023-02
2022-09,52.8333073,6.3669053,6,43,2023-02
2022-09,52.8546576,6.3182659,1,3,2023-02
2022-09,52.8610999,6.5124319,3,8,2023-02
2022-09,52.8735,6.58768,1,19,2023-02
2022-09,52.8820781,6.6432482,10,16,2023-02
2022-09,52.9061348,6.2889409,5,7,2023-02
2022-09,52.93331795,6.598514489095756,1,17,2023-02
2022-09,52.936205,6.6727367,5,35,2023-02
2022-09,52.9384572,6.1301707,5,13,2023-02
2022-09,52.9805873,6.2173595,1,33,2023-02
2022-10,51.23558295,5.705079711646853,1,2,2023-02
2022-10,51.3832098,5.5715902,1,48,2023-02
2022-10,51.7243615,5.9499476,1,1,2023-02
2022-10,51.99168495,5.791692252659134,3,3,2023-02
2022-10,52.0056717,5.7923944,12,12,2023-02
2022-10,52.1316634,5.75085,4,4,2023-02
2022-10,52.2910649,5.7884632,17,27,2023-02
2022-10,52.3182269,5.9759134,5,26,2023-02
2022-10,52.355868,5.6760734,11,11,2023-02
2022-10,52.4039627,6.774441654037701,1,1,2023-02
2022-10,52.4086697,6.6148049,5,7,2023-02
2022-10,52.6276515,6.554592,2,3,2023-02
2022-10,52.6957431,6.6110453,1,1,2023-02
2022-10,52.736545,6.4524098,1,1,2023-02
2022-10,52.772368,6.8031287,3,3,2023-02
2022-10,52.7755373,6.7475163,6,16,2023-02
2022-10,52.7924847,6.425301478174332,1,1,2023-02
2022-10,52.7931962,6.7979352,1,1,2023-02
2022-10,52.8148592,6.5163531,1,14,2023-02
2022-10,52.8267818,6.297915941704707,1,15,2023-02
2022-10,52.8333073,6.3669053,3,46,2023-02
2022-10,52.8574791,6.2101824,1,32,2023-02
2022-10,52.936205,6.6727367,5,40,2023-02
2022-10,52.9533222,6.6030439,0,4,2023-02
2022-10,52.9637274,6.2793695,4,7,2023-02
2022-11,51.4193964,5.6813387,1,23,2023-02
2022-11,51.6598038,5.0319484,12,12,2023-02
2022-11,51.6705258,5.0252983,2,2,2023-02
2022-11,51.7488717,5.2251819,3,3,2023-02
2022-11,51.7871821,5.2363614,2,2,2023-02
2022-11,51.8000907,5.2057359,1,1,2023-02
2022-11,51.885759,5.1762105,6,6,2023-02
2022-11,51.96802135,6.737872334611222,1,1,2023-02
2022-11,52.0056717,5.7923944,3,15,2023-02
2022-11,52.0864617,5.6190737,1,1,2023-02
2022-11,52.1592697,5.9637625,1,3,2023-02
2022-11,52.2374112,6.086274343475191,3,3,2023-02
2022-11,52.3607721,5.7205644,1,1,2023-02
2022-11,52.8333073,6.3669053,3,49,2023-02
2022-11,52.8610999,6.5124319,10,18,2023-02
2022-12,35.6689767,-101.3919481,11,11,2023-02
2022-12,50.9503183,5.7711166,2,17,2023-02
2022-12,51.3121159,5.6158604,7,14,2023-02
2022-12,51.3832098,5.5715902,1,49,2023-02
2022-12,51.38632235,5.688884477579495,6,25,2023-02
2022-12,51.388689,5.9178418,1,5,2023-02
2022-12,51.4193964,5.6813387,1,24,2023-02
2022-12,51.5354124,6.1388583,30,30,2023-02
2022-12,51.6494766,6.1065773,2,2,2023-02
2022-12,51.8507873,5.6656081,1,1,2023-02
2022-12,51.8864729,5.9265463,1,1,2023-02
2022-12,51.984257,5.9108573,4,8,2023-02
2022-12,52.7905619,7.2400267,1,1,2023-02
2022-12,52.7908929,6.2815178,1,3,2023-02
2022-12,52.8735,6.58768,7,26,2023-02
2022-12,52.8766648,6.784304473347159,1,1,2023-02
2022-12,52.9053531,6.7016543,1,1,2023-02
2022-12,52.93331795,6.598514489095756,3,20,2023-02
2022-12,52.936205,6.6727367,27,67,2023-02
2022-12,52.9524178,6.3441136,7,10,2023-02
2022-12,52.9805873,6.2173595,8,41,2023-02
2022-12,52.9892251,6.2908202,2,2,2023-02
2022-12,53.2190652,6.5680077,3,3,2023-02
