Datum waarneming,Leefgebied of gemeente,Provincie,Type waarneming,Classificering,latitude,longitude
20-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-12-21,Rheden,Gelderland,Wolvenkeutel,C1,52.03136695,6.060504296329905
20-12-21,Westerveld,Drenthe,Wolvenkeutel,C1,52.828469850000005,6.311221629926694
19-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-12-21,Ooststellingwerf,Fryslân,Wolf gezien,C1,52.99085895,6.304963752820772
19-12-21,De Fryske Marren,Fryslân,Wolf gezien,C1,52.9118448,5.713876378916552
18-12-21,Veluwe,Gelderland,Kadaver van een wild dier,C1,52.2181217,5.817093715564447
18-12-21,Ede,Gelderland,Wolvenkeutel,C1,52.07168255,5.745510631034939
18-12-21,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
18-12-21,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
18-12-21,Schouwen-Duiveland,Zeeland,Wolf gezien,C1,51.687435300000004,3.876619717713044
18-12-21,Schouwen-Duiveland,Zeeland,Wolf gezien,C1,51.687435300000004,3.876619717713044
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-12-21,Steenbergen,Noord-Brabant,Wolf gezien,C1,51.603292100000004,4.309251716161476
16-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-12-21,Woensdrecht,Noord-Brabant,Wolvenkeutel,C2,51.4106688,4.327761012867084
15-12-21,Westerveld,Drenthe,Wolvenkeutel,C1,52.828469850000005,6.311221629926694
14-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-12-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
12-12-21,De Groote Heide,Noord-Brabant,Wolf gezien,C1,51.4189605,5.600011
12-12-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
12-12-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
12-12-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
11-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-12-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
11-12-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
10-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-12-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
10-12-21,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
10-12-21,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
10-12-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
9-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-12-21,Rheden,Gelderland,Wolvenkeutel,C2,52.03136695,6.060504296329905
9-12-21,Rheden,Gelderland,Wolvenkeutel,C2,52.03136695,6.060504296329905
9-12-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
8-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-12-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
6-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-12-21,De Groote Heide,Noord-Brabant,Wolfspoor en/of pootafdruk,C2,51.4189605,5.600011
4-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-12-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-11-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
30-11-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
28-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
27-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
24-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
23-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
22-11-21,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
21-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
21-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
20-11-21,De Groote Heide,Noord-Brabant,Wolf gezien,C1,51.4189605,5.600011
20-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
20-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
20-11-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
20-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-11-21,Drimmelen,Noord-Brabant,Wolf gezien,C1,51.69768865,4.743934129969846
19-11-21,De Groote Heide,Noord-Brabant,Wolf gezien,C1,51.4189605,5.600011
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
19-11-21,Drimmelen,Noord-Brabant,Wolf gezien,C1,51.69768865,4.743934129969846
18-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
17-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-11-21,Geertruidenberg,Noord-Brabant,Wolf gezien,C1,51.6961662,4.877843805275408
16-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
14-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-11-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
14-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-11-21,Rozendaal,Gelderland,Wolvenkeutel,C1,52.0394752,5.963024982504363
13-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-11-21,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
12-11-21,Ooststellingwerf,Fryslân,Wolf gezien,C1,52.99085895,6.304963752820772
11-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-11-21,De Groote Heide,Noord-Brabant,Wolvenkeutel,C2,51.4189605,5.600011
10-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
9-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-11-21,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-11-21,Westerveld,Drenthe,Wolvenkeutel,C1,52.828469850000005,6.311221629926694
2-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
2-11-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
2-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-11-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-10-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
30-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-10-21,De Groote Heide,Noord-Brabant,Wolf gezien,C1,51.4189605,5.600011
29-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-10-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-10-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
25-10-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
24-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-10-21,Westerveld,Drenthe,Wolvenkeutel,C1,52.828469850000005,6.311221629926694
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-10-21,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
20-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-10-21,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
