Datum waarneming,Leefgebied of gemeente,Provincie,Type waarneming,Classificering,latitude,longitude
15-02-24,Rheden,Gelderland,Wolf gezien,C1,52.03136695,6.060504296329905
15-02-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
15-02-24,Leusden,Utrecht,Wolvenkeutel,C1,52.130355,5.4286989
15-02-24,Leusden,Utrecht,Wolvenkeutel,C1,52.130355,5.4286989
15-02-24,Noordenveld,Drenthe,Wolvenkeutel,C2,53.0945705,6.4209724500257455
15-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
14-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
14-02-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
14-02-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
13-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
13-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
13-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
13-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
13-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
13-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
12-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-02-24,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
12-02-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
12-02-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
12-02-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
12-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
12-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
12-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
11-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-02-24,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
11-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
11-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
11-02-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
11-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
10-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
9-02-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
9-02-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
8-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-02-24,Ooststellingwerf,Fryslân,Wolvenkeutel,C1,52.99085895,6.304963752820772
8-02-24,Ooststellingwerf,Fryslân,Wolvenkeutel,C1,52.99085895,6.304963752820772
7-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-02-24,Rheden,Gelderland,Wolvenkeutel,C2,52.03136695,6.060504296329905
7-02-24,Rheden,Gelderland,Wolf gezien,C1,52.03136695,6.060504296329905
7-02-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
7-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
6-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-02-24,Noordenveld,Drenthe,Wolf gezien,C1,53.0945705,6.4209724500257455
6-02-24,Noordenveld,Drenthe,Wolf gezien,C1,53.0945705,6.4209724500257455
5-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
5-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-02-24,Ermelo,Gelderland,Wolf gezien,C1,52.2858356,5.654938589920705
5-02-24,Rheden,Gelderland,Wolf gezien,C1,52.03136695,6.060504296329905
5-02-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
5-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
5-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
4-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-02-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
4-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
4-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
4-02-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
4-02-24,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
4-02-24,Ede,Gelderland,Wolvenkeutel,C2,52.07168255,5.745510631034939
4-02-24,Elburg,Gelderland,Wolf gezien,C1,52.415659149999996,5.841321708557087
4-02-24,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
4-02-24,Ede,Gelderland,Wolvenkeutel,C2,52.07168255,5.745510631034939
3-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-02-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
3-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
3-02-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
3-02-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
3-02-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
3-02-24,Rozendaal,Gelderland,Wolvenkeutel,C2,52.0394752,5.963024982504363
3-02-24,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-02-24,Soest,Utrecht,Wolvenkeutel,C1,51.5725501,8.1061259
2-02-24,Utrechtse Heuvelrug,Utrecht,Wolvenkeutel,C1,52.028653649999995,5.394884269227865
2-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
2-02-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
1-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-02-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
1-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
1-02-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
31-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
31-01-24,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
31-01-24,Heerde,Gelderland,Wolvenkeutel,C1,52.4056303,6.0413984003658525
31-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
31-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
31-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
30-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-01-24,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
30-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
30-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
30-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
30-01-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
29-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
29-01-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
28-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-01-24,Ooststellingwerf,Fryslân,Wolvenkeutel,C2,52.99085895,6.304963752820772
27-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
26-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
26-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-24,Soest,Utrecht,Wolvenkeutel,C2,51.5725501,8.1061259
26-01-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
25-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
25-01-24,Veluwe,Gelderland,Overig,C1,52.2181217,5.817093715564447
25-01-24,Utrechtse Heuvelrug,Utrecht,Wolvenkeutel,C1,52.028653649999995,5.394884269227865
24-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
24-01-24,Utrechtse Heuvelrug,Utrecht,Wolvenkeutel,C1,52.028653649999995,5.394884269227865
24-01-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
23-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
23-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
23-01-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
23-01-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
22-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
22-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
22-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
22-01-24,Soest,Utrecht,Wolvenkeutel,C1,51.5725501,8.1061259
22-01-24,Noordenveld,Drenthe,Wolf gezien,C1,53.0945705,6.4209724500257455
21-01-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
21-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-01-24,Heerde,Gelderland,Wolvenkeutel,C1,52.4056303,6.0413984003658525
20-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
20-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
20-01-24,Woudenberg,Utrecht,Wolf gezien,C1,52.08025955,5.4122265761644925
20-01-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
20-01-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
19-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-01-24,Ooststellingwerf,Fryslân,Wolf gezien,C1,52.99085895,6.304963752820772
19-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
19-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
19-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
19-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
19-01-24,Zeist,Utrecht,Wolf gezien,C1,52.0892832,5.2276307
19-01-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
18-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
18-01-24,Leusden,Utrecht,Wolf gezien,C1,52.130355,5.4286989
18-01-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
18-01-24,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
17-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-01-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
17-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-24,Leusden,Utrecht,Wolvenkeutel,C1,52.130355,5.4286989
17-01-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
16-01-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
16-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-01-24,Hilversum,Noord-Holland,Wolf gezien,C1,52.2241375,5.1719396
16-01-24,Hilversum,Noord-Holland,Wolf gezien,C1,52.2241375,5.1719396
16-01-24,Hilversum,Noord-Holland,Wolf gezien,C1,52.2241375,5.1719396
16-01-24,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
15-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
15-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
15-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
15-01-24,Zeist,Utrecht,Wolf gezien,C1,52.0892832,5.2276307
15-01-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
15-01-24,Utrechtse Heuvelrug,Utrecht,Wolf gezien,C1,52.028653649999995,5.394884269227865
14-01-24,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
14-01-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
14-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
14-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
14-01-24,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
14-01-24,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
14-01-24,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
